1,7621,6377,10174,9128,9577,2468
2,10105,7138,2789,8819,2687,8088
3,10136,6357,418,8114,2881,5503
4,6155,2689,7088,5052,2158,3679
5,2714,10113,7312,5103,9506,4610
6,457,9140,8879,9054,6800,10181
7,5052,3735,2583,5726,2687,10213
8,4610,8819,5503,9577,7088,7621
9,2881,2158,2789,10105,6800,10113
10,8088,9506,2468,6357,6155,6377
11,8114,3679,418,10174,7312,2689
12,9128,10136,9140,8879,3735,10213
13,2714,7138,2583,457,5103,10181
14,5726,5503,2689,4610,7312,9054
15,3735,2687,6155,2881,8819,10113
16,418,2789,7088,2583,5103,10136
17,9128,6800,2158,9577,2714,6377
18,10105,8879,8088,457,8114,7621
19,2468,10181,5726,9506,10213,3679
20,10174,6357,9054,7138,9140,5052
21,2789,3735,9577,2714,8879,4610
22,2583,10113,7088,6155,418,9128
23,7312,2468,7138,5052,8114,8819
24,7621,10105,2687,9506,9054,5726
25,5103,9140,6800,5503,3679,10181
26,2158,10136,457,8088,2881,10174
27,10213,6377,4610,10105,6357,2689
28,9506,9140,7088,2468,5503,2687
29,8819,8879,10181,8114,5726,2714
30,8088,6377,2158,3735,457,3679
31,6800,9577,6357,2789,2583,9054
32,2689,2881,10213,10136,10113,5052
33,5103,10174,6155,7312,7621,9128
34,7138,4610,8088,418,9577,8879
35,6377,9054,10113,7088,10213,10136
36,9140,7312,2687,2714,2468,2789
37,5503,10174,418,6155,10105,8819
38,3679,7621,6800,7138,6357,9506
39,2881,5726,5103,2158,8114,3735
40,9128,2583,457,10181,5052,2689
41,4610,418,2468,6377,8879,10136
42,10213,8114,9577,5103,2687,10113
43,6155,457,5503,2789,9128,5726
44,6357,8088,3735,7312,10181,2158
45,8819,9054,9140,3679,2583,10105
46,7621,9506,2714,7138,7088,2881
47,10174,5052,2687,2689,6800,3735
48,10181,10105,9577,10136,6155,2468
49,5726,4610,3679,10113,9128,7138
50,6357,2714,457,7621,10213,418
51,6377,8819,5103,9140,2881,2583
52,8879,2789,5052,2158,9506,10174
53,7088,5503,9054,8088,2689,8114
54,7312,5726,10105,6800,418,6377
55,3735,7621,10136,6357,2158,5103
56,6155,4610,5052,8114,2789,9140
57,8879,9128,5503,2583,8088,10213
58,10113,10181,9506,10174,8819,6800
59,2687,9577,7138,7088,457,7312
60,2689,3679,2714,9054,2468,2881
61,4610,10174,8114,2583,2158,6155
62,10213,10105,9128,6800,2789,7312
63,5052,5103,7621,418,8088,2714
64,2687,2881,8879,7088,10181,6357
65,6377,2468,3735,9054,3679,7138
66,8819,10136,9506,9577,2689,457
67,5726,10113,8088,9140,5503,6357
68,10181,6377,8114,2789,6155,7621
69,418,9054,2158,2687,7088,9128
70,3679,5103,7312,8879,5726,10174
71,5503,5052,9577,10213,7138,8819
72,2468,457,6800,10113,4610,3735
73,2689,2583,9506,10136,2714,10105
74,2881,7312,6357,9140,8088,9577
75,6800,7088,8114,457,10174,2789
76,3679,9128,8819,2687,10136,4610
77,10181,2714,2881,5503,2583,6377
78,3735,418,5103,9506,5052,10105
79,10113,10213,6155,9054,7621,8879
80,2158,7138,5726,2468,2689,9140
