1,8625,4219,9051,10113,4597,7521
2,5986,3561,4332,9444,9664,8598
3,7088,5894,5726,3029,3035,10181
4,7138,8369,9524,6180,8114,8019
5,10136,8610,3481,5572,9419,7621
6,9311,9658,4063,8556,2969,6155
7,8827,9121,9444,9051,8573,8750
8,9419,8019,10113,8598,7138,10181
9,7521,6180,9664,9658,3481,7621
10,4332,5726,6155,8369,5986,8573
11,2969,5894,10136,8114,9524,8625
12,5572,8610,3035,4219,9121,8556
13,3029,7088,4597,4063,8827,3561
14,9664,8369,8750,9311,9419,6180
15,2969,7621,4332,5894,7138,5572
16,8573,9121,4597,8556,9524,8598
17,3561,8750,8625,3035,5726,3481
18,8610,9444,7521,7088,8827,6155
19,8114,4219,5986,9311,3029,9051
20,10113,10181,4063,9658,10136,8019
21,7138,8625,7521,8369,8827,4597
22,7621,3561,9524,3035,4332,9121
23,4063,9444,8114,9664,5572,2969
24,9419,8573,3481,7088,8019,4219
25,10181,8610,8556,9658,5986,5726
26,8598,6155,6180,10113,10136,3029
27,3035,5894,9051,8750,9311,7138
28,8114,8556,7088,8019,4332,8625
29,8573,9658,2969,10181,3481,6180
30,3029,8610,8369,9444,3561,10136
31,5572,8750,5726,8827,10113,5986
32,5894,9664,9311,4597,7621,4219
33,6155,9419,7521,9524,4063,9121
34,8598,7088,8573,2969,5726,9051
35,8019,3481,7138,9664,3029,4332
36,3561,7521,9121,8625,9311,5986
37,9658,10113,8610,3035,8369,8114
38,9444,6180,8556,4063,9419,5894
39,6155,8750,4219,10136,8598,7621
40,5572,10181,8827,4597,9051,9524
41,2969,3481,5986,8369,8019,5894
42,7621,4063,7088,5726,8114,8598
43,9121,9051,10181,9524,4332,5572
44,8827,6180,8625,8610,6155,9311
45,4597,9658,9444,10136,8573,7138
46,9419,3035,4219,7521,8556,3029
47,3561,9664,7088,8750,10113,5894
48,5726,10136,8827,6180,9121,8369
49,7621,3035,8573,5986,4597,8598
50,4332,10181,8750,8114,7521,9311
51,3481,5572,10113,6155,9444,7138
52,4219,9524,3029,8625,4063,9664
53,9051,8556,9658,3561,2969,9419
54,4597,9311,8019,8610,5726,9121
55,10136,6155,3035,9664,8573,8114
56,7138,2969,8827,4219,7521,4332
57,7621,9051,6180,8019,3561,8610
58,5572,5986,9444,10181,8625,9419
59,5894,3029,9658,9524,7088,10113
60,3481,8598,8369,8750,8556,4063
61,9419,8114,10136,8573,9444,5726
62,7138,3029,3561,9121,7088,2969
63,10181,7621,9664,8827,5894,8610
64,8369,8625,5572,4219,9658,8598
65,9051,4332,10113,6180,4063,3035
66,9524,8019,6155,5986,7521,8750
67,8556,4597,5572,3481,9311,7088
68,5726,7138,4063,8610,4219,8573
69,9121,5986,7621,6180,10113,2969
70,4332,8114,4597,3029,8750,9419
71,8556,9664,10136,3481,9051,3561
72,9311,3035,9524,10181,8369,9444
73,8827,8598,8019,8625,6155,9658
74,5894,6180,3561,7521,5572,8573
75,8750,2969,8114,4063,4597,8610
76,9444,8625,3029,8019,7621,8556
77,5986,7138,9419,6155,10181,5894
78,5726,4219,8369,9051,8827,9664
79,9121,10136,9311,4332,7088,9658
80,10113,8598,3035,7521,9524,3481
