1,4456,5954,1522,3136,539,404
2,2068,10058,2421,1629,2199,6882
3,7770,1895,8326,1731,9709,1599
4,617,3373,6802,2998,4638,5115
5,9003,3361,8590,619,3939,4472
6,1599,1676,10058,6882,1895,3373
7,8590,7770,1731,619,9709,617
8,8326,4638,3361,1676,5954,5115
9,2998,2421,4456,2199,9003,2068
10,4472,1522,3136,1629,6802,404
11,9709,539,2199,3939,1895,619
12,10058,5954,1599,5115,1731,6802
13,1676,6882,3939,4472,3361,2998
14,8590,1629,3136,7770,2421,1522
15,2068,617,404,4638,539,9003
16,4456,3373,2199,6882,6802,8326
17,617,2998,1676,3939,3136,4638
18,5115,2421,3373,1522,3361,8590
19,619,1629,4456,1731,5954,2068
20,1895,9003,1599,539,7770,10058
21,9709,8326,2421,4472,404,5954
22,4638,10058,1522,7770,1599,3939
23,9709,8590,2068,3373,4472,9003
24,8326,1731,404,617,2998,1895
25,3136,4456,619,1629,2199,1676
26,3361,6802,539,5115,6882,8590
27,2199,4472,7770,1629,617,8326
28,3136,6802,9003,5954,3373,539
29,1522,619,1676,2998,2421,1599
30,9709,5115,3939,10058,4456,1895
31,6882,3361,404,2068,1731,4638
32,1599,619,2199,2421,8590,4472
33,2068,2998,3939,10058,3136,9709
34,5954,7770,6802,617,6882,4456
35,1522,5115,1895,8326,9003,3373
36,539,4638,1629,3361,1676,1731
37,404,6882,9709,8590,10058,8326
38,4456,4472,5115,4638,1599,539
39,3361,1629,5954,1522,404,2998
40,3373,2068,619,2199,3136,7770
41,9003,3939,617,6802,1895,1676
42,1731,5115,4472,2421,619,6882
43,1895,2068,7770,8590,3939,5954
44,539,617,1731,3373,1676,1629
45,8326,1599,1522,6802,4456,3361
46,9003,404,10058,3136,2199,2998
47,4638,9709,8590,3939,1629,2421
48,10058,1731,6882,9003,7770,5115
49,404,1599,2199,1895,9709,3361
50,3373,617,4638,6802,1522,619
51,1676,3136,4472,4456,8326,2068
52,539,2998,6882,2421,9003,5954
53,1676,2068,7770,404,8590,4456
54,1731,3136,3373,5954,619,1895
55,3939,539,2421,3361,10058,617
56,2998,5115,1629,1599,4472,9709
57,6802,8326,4638,2199,1522,1731
58,7770,3373,3361,1599,4456,617
59,9003,1522,1629,6882,2068,3136
60,619,8590,2998,5115,8326,539
61,5954,2199,6802,2421,1676,9709
62,4472,4638,1895,404,3939,10058
