1,5641,27,5234,6081,4998,1504
2,2337,7772,5282,7784,6085,6073
3,5533,6618,9651,7491,9242,494
4,5561,1701,5660,5084,70,1684
5,5517,5193,9648,2867,68,5697
6,772,5527,4851,8193,3668,8385
7,9776,6548,7491,5460,5282,70
8,7784,5533,5660,5561,9242,1504
9,4998,8385,4851,9651,68,5641
10,27,6073,5193,8193,5517,1684
11,1701,6548,494,6085,6081,5697
12,5234,2867,9648,5084,9776,7772
13,3668,5527,2337,5460,772,6618
14,70,5660,6081,6085,5641,4851
15,9242,5193,7772,8193,9776,494
16,7491,5561,6073,8385,6548,9648
17,3668,5697,5460,7784,27,5517
18,5282,6618,1701,1504,2337,2867
19,5234,772,68,1684,5533,4998
20,9651,5084,5561,5527,7772,5517
21,6548,6081,5641,5282,5193,2867
22,5660,7491,772,68,27,1504
23,9648,5527,6085,5533,5234,8193
24,4998,7784,5084,2337,8385,6618
25,4851,70,1701,5460,1684,6073
26,494,9651,5697,9776,3668,9242
27,5282,4998,8193,2867,5533,6548
28,9648,5660,68,1701,1504,7784
29,27,1684,6081,2337,9651,7491
30,9776,5641,70,7772,772,3668
31,5193,6085,5084,5527,6618,9242
32,494,6073,4851,5234,5697,5561
33,8385,5460,1504,5517,2867,6081
34,1684,3668,6085,9648,70,4998
35,68,2337,5533,27,8193,7772
36,5084,5282,9242,5697,4851,5193
37,5561,5517,5460,772,494,5641
38,7491,7784,6618,1701,9776,5234
39,6073,8385,5527,9651,5660,6548
40,5641,3668,5282,68,1684,5561
41,9776,4998,5460,5533,772,5084
42,6548,8193,2337,5660,494,5234
43,4851,6618,6081,6073,1701,5517
44,1504,6085,70,5193,9651,5527
45,5697,8385,27,7772,9648,7491
46,9242,2867,772,7784,4851,2337
47,1504,5533,3668,5084,6548,6073
48,5282,494,5517,4998,5193,5660
49,68,9776,6085,6081,5561,8385
50,9242,5234,1684,9648,5460,9651
51,5527,7491,27,1701,5641,5697
52,2867,8193,7784,6618,7772,70
53,5660,9242,2337,5234,6073,3668
54,4851,5517,68,5641,5527,5533
55,494,9648,5084,8385,70,772
56,9651,5282,7784,6085,5460,27
57,1684,1504,9776,6618,5697,4998
58,5193,5561,8193,2867,1701,7491
59,7772,6081,68,6548,5460,9242
60,4998,5234,5527,6073,2337,9776
61,772,6085,8193,4851,1504,9651
62,3668,6081,1701,5533,5282,8385
63,6618,5193,6548,5561,27,9648
64,70,494,2867,5517,5697,5660
65,7772,7784,1684,5641,5084,7491
66,1504,9648,772,6081,2337,5234
67,70,5561,6548,27,9242,5533
68,8193,9651,1701,7772,4998,5641
69,1684,4851,2867,5527,7784,494
70,5660,5084,5460,8385,68,5193
71,5517,6618,9776,6085,7491,5282
72,5697,6073,5533,3668,2867,9651
73,6081,5460,7784,5084,8193,5527
74,9242,1701,4998,772,5561,5282
75,2337,1684,5641,6548,5517,6085
76,7491,5234,8385,70,3668,5193
77,6073,1504,7772,494,68,6618
78,5697,9648,9776,5660,4851,27
