1,8558,4371,8734,6017,5932,8740
2,2283,5716,7725,3527,6647,3794
3,3526,7546,6170,4731,4775,6832
4,7161,6106,5959,3354,6652,9134
5,3522,3933,8290,7421,4723,6348
6,9593,6606,4635,9053,3472,9120
7,4010,9280,6896,7018,9065,3158
8,10140,5887,6605,5874,5948,9702
9,6647,4723,6832,4371,6348,3527
10,4635,5932,7421,8558,9593,6106
11,8734,3794,6606,3522,4731,3158
12,8290,5874,6170,7725,5887,9053
13,5716,7546,9134,2283,3472,10140
14,6605,6896,3354,4775,6017,3933
15,3526,5959,7018,9702,9120,9065
16,7161,4010,5948,8740,6652,9280
17,7546,6106,3527,8290,5887,4635
18,3158,8558,3354,6170,6606,6647
19,10140,3794,7725,9053,6896,3933
20,6348,9120,5959,6605,8740,8734
21,9134,9593,9702,3526,4731,5932
22,5716,3522,5874,9280,3472,4775
23,6832,7161,4371,7421,9065,6652
24,5948,2283,6017,4723,7018,4010
25,5959,9053,6647,7546,3933,4731
26,5874,6606,3472,6106,8734,7725
27,3794,9065,7161,6605,4635,6348
28,8290,5716,4371,10140,3354,5948
29,9593,4775,5932,8740,6832,7018
30,6652,9120,2283,5887,3158,3526
31,7421,9280,8558,6170,9134,4723
32,3527,6896,9702,4010,6017,3522
33,5948,4371,4775,7161,3933,8734
34,3472,5959,4731,3158,10140,5716
35,6647,5932,8558,9053,6605,8290
36,7725,4635,7018,9134,6348,3522
37,6606,6106,6896,6832,4010,5887
38,9120,3354,7421,9702,2283,9280
39,6652,6017,3527,9593,7546,5874
40,8740,6170,3794,9065,3526,4723
41,7725,8558,6896,7161,5716,6605
42,3522,7018,9053,3354,4010,6647
43,3158,4775,6606,5932,3472,4371
44,9134,6832,3794,8290,5959,5948
45,3527,6170,9280,3526,6017,10140
46,9065,8734,2283,3933,6106,6652
47,4723,8740,4635,7546,7421,9702
48,9120,4731,9593,6348,5874,5887
49,3472,6832,8558,3794,9053,4010
50,8734,9134,3527,6170,7018,6017
51,6605,6652,7546,6606,4723,3354
52,5959,9280,4371,4731,6348,6106
53,5932,6896,10140,9120,7725,5948
54,8740,9702,3526,3933,3158,5874
55,4635,3522,7161,2283,8290,9593
56,6647,5887,9065,7421,4775,5716
57,7018,10140,6652,4731,3794,8558
58,6832,8734,6348,9702,3354,3472
59,9134,5874,5959,7546,4371,6896
60,6017,4723,8290,6606,9120,5716
61,3933,4635,3526,4775,6647,7161
62,9065,9053,9593,9280,7725,3522
63,3158,8740,6106,5948,3527,7421
64,4010,6605,5932,5887,2283,6170
65,5874,10140,4723,7018,7161,6606
66,9280,9065,6832,4635,5959,7546
67,3472,8290,8740,6652,3526,7725
68,6896,9134,6647,8734,9593,3158
69,5932,5948,5887,3794,3522,3354
70,4731,9053,2283,4371,7421,6017
71,4775,6605,9120,3527,4010,8558
72,6348,9702,3933,6106,6170,5716
73,4723,7725,3158,3354,4635,9065
74,5887,7161,8740,8734,9280,9053
75,6832,7421,8290,6896,2283,7018
76,9593,3527,3933,6606,9702,5959
77,6106,3794,3472,9120,6647,6017
78,4775,3526,4010,10140,4731,9134
79,4371,6605,6170,5948,7546,3522
80,5932,5716,6348,5874,8558,6652
81,2283,3354,6106,7725,8740,9593
82,3472,7018,7421,5959,3527,10140
83,9065,6170,4731,6896,8290,7161
84,6652,5948,4723,9053,9702,4775
85,4010,5874,8734,5716,3794,4635
86,6348,8558,7546,4371,5887,9120
87,3933,6647,9280,6606,5932,9134
88,6017,3158,6605,3522,3526,6832
89,3354,8734,4731,4723,3527,3472
90,4635,10140,4775,6896,6348,8740
91,5887,7421,9593,7018,4371,3794
92,6647,6652,3522,6170,6832,9120
93,5948,3933,9065,8558,6606,2283
94,5716,3526,9053,6106,9134,6605
95,9702,7725,4010,9280,8290,7546
96,6017,7161,5874,5959,3158,5932
