1,7659,2634,188,5834,4976,5032
2,6135,2702,6397,1285,1325,3161
3,3560,4308,4946,865,4015,854
4,2198,9263,1310,6632,9678,7022
5,6070,2935,9098,1241,7558,610
6,7902,6140,7136,9575,8884,9262
7,5596,2198,8764,9782,5408,7659
8,4976,4308,7022,6135,865,3560
9,7902,1285,2935,188,3161,5032
10,1241,9263,5408,6070,854,6140
11,2634,4015,8884,6632,8764,9098
12,7136,6397,1325,7558,9678,5596
13,9782,9575,5834,9262,610,1310
14,1285,8884,4946,2702,5408,4308
15,5596,6070,4976,3161,9098,865
16,2935,9262,9263,4015,7136,7558
17,854,610,6632,7659,6397,7022
18,3560,2198,9782,1325,2702,188
19,5032,9575,8764,5834,1241,6140
20,9678,4946,6135,1310,7902,2634
21,5408,8884,6397,7136,4976,610
22,3560,7659,1325,865,9263,5032
23,1285,6135,854,6632,4946,5834
24,2634,1241,2702,188,2935,7558
25,6140,9575,5596,9678,4308,8764
26,4015,3161,9262,9782,7022,7902
27,1310,9098,5834,2198,6070,1285
28,9678,188,5408,8884,6632,7659
29,7022,865,7136,8764,3560,2634
30,7558,2702,6140,9262,2198,854
31,9263,610,6070,5032,1325,6135
32,1310,4308,4015,9575,3161,6397
33,9098,5596,9782,4946,7902,1241
34,4976,854,8884,2198,1325,2935
35,7558,5834,6135,3560,5408,9575
36,7022,6140,2634,7136,9098,1285
37,9262,4946,5032,6397,9782,2935
38,3161,1310,9678,8764,188,610
39,7659,865,4308,6070,7902,2702
40,9263,4015,4976,1241,5596,6632
41,9098,610,3560,9782,1285,6140
42,5408,3161,8764,2935,2634,865
43,6397,4976,6632,2702,9575,4015
44,4946,1310,6070,7022,188,5596
45,7659,5834,9262,1325,1241,9678
46,6135,2198,7902,9263,7558,4308
47,854,5032,9782,8884,7136,6070
48,7022,9262,1285,4976,6140,4946
49,4308,6397,5834,8764,6135,2935
50,2198,9678,9575,8884,2702,9263
51,1241,3560,7136,7902,6632,3161
52,2634,5032,9098,5596,5408,1310
53,854,1325,7558,4015,7659,610
54,865,9262,1241,188,8884,6135
55,1285,9263,5596,5408,2634,4976
56,5834,6070,3560,6397,4015,2198
57,2702,8764,865,610,5032,7902
58,7558,7022,9575,1310,7136,188
59,9678,7659,9098,4308,854,3161
60,6140,2935,6632,4946,9782,1325
61,5032,1310,7558,865,1285,4976
62,188,1241,854,5596,7136,9262
63,3161,7022,2702,5408,5834,4015
64,1325,8764,8884,9098,4946,9263
65,610,9782,2634,4308,6632,2198
66,9575,7902,7659,6140,3560,6397
67,6135,6070,4015,2935,9678,7136
68,5834,5596,3161,9782,7558,8884
69,1325,7022,5408,4308,5032,1241
70,2702,2935,1310,6140,6135,7659
71,4976,9098,188,9263,6397,9678
72,610,865,2198,9575,2634,4946
73,6632,3560,1285,9262,8764,6070
74,7902,4976,1325,854,1310,7022
75,6397,188,865,9098,6140,4015
76,6070,7659,1241,4308,1285,9575
77,7136,9782,2702,2634,6135,9263
78,5032,6632,5408,3560,9262,9678
79,3161,7558,2198,4946,854,8764
80,8884,5596,7902,610,5834,2935
