1,4013,538,9073,1466,9152,7431
2,6302,2872,4576,2556,2641,3984
3,7111,3966,9313,4306,10166,1592
4,5744,5002,4150,4265,9668,120
5,2393,3140,4630,7072,1014,8214
6,34,4020,3824,3139,8624,3821
7,6184,4504,4462,7525,6107,6517
8,4576,2641,7072,9668,9073,7111
9,2556,120,3966,8214,5002,2393
10,3984,3139,9152,6517,9313,1466
11,4504,3824,4013,4020,538,3821
12,6107,4265,1014,4306,34,2872
13,1592,6302,5744,4462,3140,7525
14,8624,4630,7431,4150,10166,6184
15,9313,6107,3139,3966,2872,4265
16,120,7525,1466,2641,3824,3821
17,538,2556,6302,1014,4630,3984
18,4150,7431,2393,4576,3140,5744
19,10166,7072,9668,4306,4462,4013
20,7111,5002,4020,9152,34,4504
21,1592,6184,6517,8624,8214,9073
22,120,4013,7431,1014,3966,6302
23,34,5744,4462,9313,7525,4306
24,3140,7111,8624,1466,4265,5002
25,7072,9073,3139,538,2393,2641
26,4630,2872,6517,4020,9152,9668
27,4504,8214,2556,10166,3824,6107
28,4150,3821,1592,3984,4576,6184
29,4020,4013,8624,6302,4265,7525
30,4504,5002,10166,9073,7431,5744
31,9313,3821,9668,2393,1014,7111
32,2872,2641,1466,4630,3824,6184
33,3984,6107,4462,1592,538,3140
34,34,3966,4576,9152,7072,6517
35,120,8214,4150,2556,3139,4306
36,2393,6184,9668,7111,1466,3984
37,34,3821,3140,3966,4013,5002
38,6302,4306,8214,2872,7525,9073
39,5744,9152,3824,7072,4020,4150
40,3139,1592,120,4630,9313,10166
41,7431,6517,2641,4462,4265,2556
42,1014,8624,4576,538,4504,6107
43,9152,1592,9073,3824,7111,120
44,3140,4306,3966,6184,2556,1466
45,4265,4504,4576,4630,3139,6302
46,10166,4020,5744,6517,1014,34
47,5002,3984,7431,2641,8214,9313
48,9668,4150,6107,538,7525,7072
49,2872,4462,8624,3821,2393,4013
50,3140,3984,4020,4504,120,4306
51,538,1014,4150,10166,34,2641
52,7525,2556,9152,6184,7111,4265
53,1592,7431,7072,3139,6517,5002
54,2393,9073,9313,6107,4013,2872
55,3824,3966,8624,4462,4576,4630
56,3821,1466,6302,9668,5744,8214
57,4265,9073,7072,7431,10166,1014
58,2872,2556,9313,3966,1592,4020
59,4462,9668,3139,8624,120,9152
60,6107,1466,2393,3140,6517,4504
61,7111,3821,8214,4150,6302,2641
62,4013,4630,34,5744,3984,7525
63,3824,4576,538,5002,4306,6184
64,4020,9313,4504,9073,4150,3140
65,8214,10166,4265,1466,1592,34
66,2641,7111,3139,6517,2393,4462
67,6107,4306,4630,3821,7431,2556
68,7525,4576,5002,2872,120,1014
69,4013,6184,9152,9668,6302,3824
70,3966,5744,538,8624,7072,3984
71,5002,4630,2641,4576,4020,2393
72,1014,4462,1592,1466,4150,4504
73,6302,6184,120,7072,9313,34
74,2556,6107,7111,3139,5744,4013
75,4265,3140,3824,7431,9668,538
76,7525,8624,10166,8214,9152,2872
77,9073,6517,4306,3821,3984,3966
78,120,34,538,4013,9668,2556
79,6184,7072,2872,5744,4504,7111
80,3984,2393,4265,4576,3821,10166
81,8214,1466,4630,9073,4462,4020
82,6517,4150,3966,5002,6302,6107
83,9152,4306,1014,2641,8624,1592
84,3824,3139,7525,7431,9313,3140
