Rank,Team#,W,L,T,#P,RP,Rank Score,Total Score,Nav,Anch,Deck,Hull,Nest,Sail
1,7769,12,0,0,12,35,2.9166666666666665,1597,75,30,470,643,160,23
2,1025,10,2,0,12,31,2.5833333333333335,1404,45,49,456,552,130,23
3,3539,10,2,0,12,31,2.5833333333333335,1515,15,35,588,574,120,22
4,910,8,4,0,12,27,2.25,1243,60,35,424,483,80,23
5,123,8,4,0,12,27,2.25,1076,60,17,608,255,40,23
6,1250,8,4,0,12,27,2.25,1242,60,16,318,544,110,23
7,1481,8,4,0,12,27,2.25,1214,15,37,418,463,130,23
8,1188,8,4,0,12,27,2.25,1075,15,30,446,416,30,22
9,9245,9,3,0,12,27,2.25,1112,15,18,598,300,40,21
10,573,7,5,0,12,26,2.1666666666666665,1048,45,45,340,395,40,24
11,815,7,5,0,12,25,2.0833333333333335,1096,60,14,386,415,40,23
12,4130,7,5,0,12,25,2.0833333333333335,1346,45,33,426,543,90,23
13,94,7,5,0,12,25,2.0833333333333335,1001,45,21,282,484,40,23
14,5660,7,5,0,12,25,2.0833333333333335,1155,45,17,458,430,30,23
15,4967,6,6,0,12,24,2.0,1106,60,17,484,347,30,24
16,5901,7,5,0,12,24,2.0,1203,45,29,456,504,40,21
17,6566,6,6,0,12,24,2.0,958,30,20,406,341,50,24
18,247,6,6,0,12,23,1.9166666666666667,944,30,28,520,246,10,23
19,2673,5,7,0,12,22,1.8333333333333333,787,75,7,394,188,20,24
20,8427,5,7,0,12,22,1.8333333333333333,953,30,32,458,279,30,24
21,7692,6,6,0,12,22,1.8333333333333333,1050,30,12,354,470,40,21
22,8352,5,7,0,12,22,1.8333333333333333,880,30,9,456,253,20,24
23,3632,7,5,0,12,22,1.8333333333333333,849,15,14,380,304,10,19
24,9775,5,7,0,12,21,1.75,789,60,30,302,265,30,23
25,5756,5,7,0,12,21,1.75,879,45,15,308,348,30,22
26,9751,5,7,0,12,21,1.75,722,45,12,338,192,30,23
27,9744,4,8,0,12,20,1.6666666666666667,913,120,15,350,254,40,24
28,4758,4,8,0,12,20,1.6666666666666667,770,45,21,328,265,30,24
29,5532,4,8,0,12,19,1.5833333333333333,828,30,20,334,283,30,23
30,7224,4,8,0,12,19,1.5833333333333333,891,30,14,388,324,20,23
31,7191,5,7,0,12,19,1.5833333333333333,800,15,30,366,252,30,20
32,3619,4,8,0,12,19,1.5833333333333333,738,15,11,336,217,30,22
33,9727,5,7,0,12,19,1.5833333333333333,748,0,11,312,258,50,21
34,9679,4,8,0,12,18,1.5,874,30,19,418,281,40,22
35,5695,4,8,0,12,18,1.5,778,30,7,374,227,30,22
36,4680,4,8,0,12,18,1.5,935,15,21,358,377,20,21
37,5197,4,8,0,12,18,1.5,811,15,15,370,275,30,22
38,8362,4,8,0,12,18,1.5,784,15,15,344,282,30,22
39,5065,4,8,0,12,17,1.4166666666666667,704,15,13,270,285,40,21
40,5642,2,10,0,12,14,1.1666666666666667,875,15,12,320,346,50,22
