Rank,Team#,W,L,T,#P,RP,Rank Score,Total Score,Nav,Anch,Deck,Hull,Nest,Sail
1,3005,12,0,0,12,36,3.0,1924,60,37,356,830,270,24
2,1477,11,1,0,12,34,2.8333333333333335,1507,75,10,412,555,230,24
3,6672,10,2,0,12,31,2.5833333333333335,1544,15,11,346,702,200,23
4,148,9,3,0,12,29,2.4166666666666665,1500,60,36,250,682,210,23
5,3561,8,4,0,12,28,2.3333333333333335,1301,60,35,434,520,80,24
6,118,9,3,0,12,28,2.3333333333333335,1646,30,59,336,645,310,22
7,5829,9,3,0,12,28,2.3333333333333335,1341,15,26,306,639,170,22
8,624,8,4,0,12,27,2.25,1440,45,15,384,635,150,23
9,8576,8,4,0,12,27,2.25,1435,30,23,452,516,180,23
10,8515,7,5,0,12,25,2.0833333333333335,1205,15,17,362,549,80,23
11,9492,6,6,0,12,24,2.0,1050,30,30,446,294,90,24
12,10027,6,6,0,12,24,2.0,1006,30,15,360,365,80,24
13,5431,6,6,0,12,24,2.0,1114,30,14,414,400,60,24
14,9088,6,6,0,12,24,2.0,1087,15,29,374,360,110,24
15,5411,6,6,0,12,24,2.0,1394,15,28,348,603,170,24
16,2950,6,6,0,12,24,2.0,988,15,16,290,478,60,24
17,8556,6,6,0,12,24,2.0,877,15,11,324,331,60,24
18,2848,7,5,0,12,24,2.0,1197,0,14,524,430,90,21
19,3802,6,6,0,12,23,1.9166666666666667,1025,60,13,290,426,80,23
20,10177,6,6,0,12,22,1.8333333333333333,982,15,17,314,430,40,20
21,6180,5,7,0,12,22,1.8333333333333333,887,0,15,354,331,60,24
22,1296,5,7,0,12,21,1.75,1318,45,24,420,507,130,22
23,9311,5,7,0,12,21,1.75,854,15,15,424,176,80,23
24,9524,5,7,0,12,21,1.75,916,15,12,348,341,80,23
25,8610,5,7,0,12,20,1.6666666666666667,869,60,16,298,260,70,22
26,8858,4,8,0,12,20,1.6666666666666667,1087,45,13,406,403,60,24
27,3743,4,8,0,12,20,1.6666666666666667,971,30,19,352,359,60,24
28,10107,6,6,0,12,20,1.6666666666666667,976,15,8,366,374,70,19
29,9664,5,7,0,12,20,1.6666666666666667,814,0,16,252,333,80,22
30,8177,5,7,0,12,19,1.5833333333333333,1029,15,31,368,376,70,20
31,4219,5,7,0,12,19,1.5833333333333333,896,15,13,270,373,80,21
32,9444,5,7,0,12,19,1.5833333333333333,824,15,13,268,276,80,21
33,9533,4,8,0,12,19,1.5833333333333333,737,15,7,320,232,60,23
34,7521,4,8,0,12,18,1.5,1070,30,30,268,507,70,21
35,10037,3,9,0,12,18,1.5,863,15,13,286,329,70,24
36,8842,4,8,0,12,17,1.4166666666666667,893,45,11,206,444,60,20
37,8369,3,9,0,12,17,1.4166666666666667,758,15,8,274,262,50,23
38,9081,3,9,0,12,16,1.3333333333333333,963,15,26,256,448,90,21
39,8827,2,10,0,12,14,1.1666666666666667,936,0,10,472,256,70,22
