Rank,Team#,W,L,T,#P,RP,Rank Score,Total Score,Nav,Anch,Deck,Hull,Nest,Sail
1,360,12,0,0,12,35,2.9166666666666665,1627,4,18,245,139,12,23
2,3663,10,2,0,12,31,2.5833333333333335,1707,5,12,279,126,18,23
3,2557,9,3,0,12,30,2.5,1473,6,15,200,131,10,24
4,4450,9,3,0,12,29,2.4166666666666665,1416,4,7,177,146,10,23
5,4469,8,4,0,12,28,2.3333333333333335,1185,6,19,151,127,4,24
6,3070,10,2,0,12,28,2.3333333333333335,1682,6,7,197,150,21,20
7,2928,9,3,0,12,27,2.25,1401,2,16,272,108,9,21
8,5827,7,5,0,12,26,2.1666666666666665,1204,5,7,173,119,5,24
9,1983,7,5,0,12,26,2.1666666666666665,1100,3,7,179,105,2,24
10,5588,7,5,0,12,25,2.0833333333333335,1232,5,12,200,104,8,23
11,4180,7,5,0,12,25,2.0833333333333335,1251,2,17,277,90,6,23
12,4911,6,6,0,12,24,2.0,1115,3,15,181,95,7,24
13,4682,6,6,0,12,24,2.0,1193,3,12,213,101,6,24
14,1294,7,5,0,12,24,2.0,1327,3,12,190,122,9,22
15,4915,7,5,0,12,24,2.0,991,3,10,154,102,4,22
16,2046,8,4,0,12,24,2.0,1454,2,14,179,125,20,20
17,9446,6,6,0,12,23,1.9166666666666667,1171,4,10,227,87,5,23
18,3049,6,6,0,12,23,1.9166666666666667,1049,1,10,189,98,7,23
19,3393,7,5,0,12,21,1.75,962,2,7,117,108,7,18
20,4579,4,8,0,12,19,1.5833333333333333,871,4,17,163,67,2,23
21,8303,4,8,0,12,19,1.5833333333333333,936,1,7,162,84,5,23
22,2929,5,7,0,12,19,1.5833333333333333,847,0,8,173,71,3,20
23,5683,4,8,0,12,18,1.5,962,3,8,181,78,4,22
24,8302,5,7,0,12,18,1.5,988,1,15,138,100,7,19
25,3588,4,8,0,12,18,1.5,690,0,14,86,80,3,22
26,8896,3,9,0,12,17,1.4166666666666667,941,4,14,156,72,6,23
27,2906,5,7,0,12,17,1.4166666666666667,920,1,15,156,77,4,19
28,3219,4,8,0,12,17,1.4166666666666667,931,1,9,129,105,4,20
29,10059,5,7,0,12,16,1.3333333333333333,980,1,11,154,91,6,18
30,9581,4,8,0,12,16,1.3333333333333333,955,0,15,146,95,6,20
31,8051,3,9,0,12,16,1.3333333333333333,1014,0,13,137,113,5,22
32,2927,3,9,0,12,15,1.25,745,1,7,147,54,5,21
33,2907,3,9,0,12,15,1.25,851,0,4,137,86,4,21
34,2976,4,8,0,12,13,1.0833333333333333,953,0,15,163,96,3,16
35,3786,2,10,0,12,12,1.0,786,1,15,119,76,3,19
