Rank,Team#,W,L,T,#P,RP,Rank Score,Total Score,Nav,Anch,Deck,Hull,Nest,Sail
1,5419,10,1,0,11,31,2.8181818181818183,1895,7,21,257,157,21,22
2,1678,10,1,0,11,31,2.8181818181818183,1879,4,25,175,166,33,21
3,687,9,2,0,11,29,2.6363636363636362,1539,2,19,180,147,17,22
4,6036,9,2,0,11,29,2.6363636363636362,1566,2,6,176,164,16,22
5,581,8,3,0,11,27,2.4545454545454546,1876,6,24,184,169,21,22
6,3925,8,3,0,11,27,2.4545454545454546,1664,5,13,230,142,14,22
7,987,8,3,0,11,27,2.4545454545454546,1792,3,26,196,166,22,22
8,5817,8,2,1,11,27,2.4545454545454546,1435,3,8,193,132,13,21
9,4481,9,2,0,11,26,2.3636363636363638,1841,5,17,224,158,22,19
10,9408,8,3,0,11,26,2.3636363636363638,1581,5,17,163,166,14,21
11,5199,7,4,0,11,26,2.3636363636363638,1491,3,24,242,124,12,22
12,3512,8,3,0,11,25,2.272727272727273,1278,5,16,178,109,11,20
13,980,6,5,0,11,25,2.272727272727273,1256,4,17,187,98,12,22
14,8159,8,3,0,11,25,2.272727272727273,1469,3,17,196,118,17,20
15,1836,8,3,0,11,24,2.1818181818181817,1441,1,13,158,175,11,19
16,3749,7,4,0,11,23,2.090909090909091,1522,4,18,186,149,12,19
17,3128,6,5,0,11,23,2.090909090909091,1485,3,7,224,132,11,22
18,3374,6,5,0,11,23,2.090909090909091,1310,2,12,181,125,10,22
19,4501,6,5,0,11,23,2.090909090909091,1233,1,12,186,119,8,22
20,9452,6,5,0,11,22,2.0,1594,6,11,214,132,18,21
21,2429,7,4,0,11,22,2.0,1476,4,12,193,144,13,19
22,4738,6,5,0,11,22,2.0,1351,3,17,171,127,11,21
23,1891,6,5,0,11,22,2.0,1358,3,13,194,132,6,21
24,4415,7,4,0,11,22,2.0,1473,2,7,187,159,13,19
25,4419,6,5,0,11,22,2.0,1308,1,16,201,124,8,21
26,2584,5,6,0,11,21,1.9090909090909092,1347,4,17,167,133,10,22
27,4201,5,5,1,11,21,1.9090909090909092,1211,4,13,210,114,4,21
28,8768,5,6,0,11,21,1.9090909090909092,1404,2,7,169,156,13,22
29,2543,5,6,0,11,20,1.8181818181818181,1270,3,17,214,102,10,21
30,973,5,6,0,11,20,1.8181818181818181,1298,2,11,184,128,8,21
31,6995,4,7,0,11,20,1.8181818181818181,1393,1,17,231,99,17,22
32,1515,6,5,0,11,20,1.8181818181818181,1287,0,14,274,88,9,19
33,649,5,6,0,11,20,1.8181818181818181,1398,0,10,193,141,14,21
34,8005,4,6,1,11,19,1.7272727272727273,1239,0,16,198,118,6,21
35,2375,4,7,0,11,19,1.7272727272727273,1165,0,16,113,132,10,22
36,6658,4,7,0,11,18,1.6363636363636365,1099,2,16,176,91,7,21
37,9114,5,6,0,11,18,1.6363636363636365,1189,2,9,242,84,6,19
38,2984,4,6,1,11,18,1.6363636363636365,1199,0,16,146,125,12,20
39,4711,3,8,0,11,17,1.5454545454545454,861,3,15,119,75,8,22
40,1159,5,6,0,11,17,1.5454545454545454,1174,1,18,170,109,10,18
41,1661,3,7,1,11,17,1.5454545454545454,1033,1,15,176,98,5,21
42,2637,4,7,0,11,17,1.5454545454545454,1025,1,14,128,117,5,20
43,3759,4,7,0,11,16,1.4545454545454546,1107,2,13,172,98,10,19
44,1828,3,8,0,11,16,1.4545454545454546,1141,1,19,199,103,6,21
45,498,4,7,0,11,16,1.4545454545454546,1454,1,9,163,154,14,18
46,7327,3,7,1,11,16,1.4545454545454546,1074,1,5,169,98,8,20
47,5835,3,8,0,11,15,1.3636363636363635,1348,3,15,242,107,8,19
48,589,2,9,0,11,14,1.2727272727272727,1310,2,16,139,131,14,21
49,8119,3,8,0,11,14,1.2727272727272727,1132,1,12,199,96,7,18
50,6764,4,7,0,11,14,1.2727272727272727,1058,1,12,132,106,12,17
51,7323,1,10,0,11,13,1.1818181818181819,1100,3,11,172,101,7,22
52,3863,1,10,0,11,12,1.0909090909090908,910,2,12,132,92,4,21
53,3328,2,9,0,11,12,1.0909090909090908,1014,1,11,143,90,9,19
54,8533,1,10,0,11,9,0.8181818181818182,932,1,16,136,97,5,18
