Rank,Team#,W,L,T,#P,RP,Rank Score,Total Score,Nav,Anch,Deck,Hull,Nest,Sail
1,1506,11,1,0,12,34,2.8333333333333335,1400,105,53,532,439,100,23
2,5166,11,1,0,12,34,2.8333333333333335,1406,60,13,532,499,110,24
3,2145,9,3,0,12,31,2.5833333333333335,1555,60,22,550,601,130,24
4,7762,9,2,1,12,31,2.5833333333333335,1366,60,11,402,516,130,24
5,3707,9,3,0,12,30,2.5,1235,75,10,494,385,50,24
6,314,9,2,1,12,30,2.5,1242,60,17,628,356,40,23
7,245,8,3,1,12,29,2.4166666666666665,1258,15,11,364,542,120,24
8,894,7,3,2,12,28,2.3333333333333335,1314,45,20,710,365,20,23
9,5114,8,4,0,12,28,2.3333333333333335,1227,30,30,582,354,90,24
10,1,7,4,1,12,27,2.25,1199,105,27,536,370,40,23
11,5612,7,5,0,12,26,2.1666666666666665,1071,75,18,554,282,10,23
12,9572,7,5,0,12,25,2.0833333333333335,1027,60,26,518,269,50,23
13,3534,7,4,1,12,25,2.0833333333333335,1038,30,9,542,311,10,22
14,7289,6,6,0,12,23,1.9166666666666667,1015,75,12,620,182,20,23
15,5926,6,6,0,12,23,1.9166666666666667,935,75,7,440,299,10,23
16,2604,5,6,1,12,23,1.9166666666666667,880,60,30,398,238,40,23
17,9237,6,6,0,12,23,1.9166666666666667,1104,45,15,522,316,40,23
18,5555,7,5,0,12,23,1.9166666666666667,962,45,14,490,254,40,21
19,2619,6,6,0,12,23,1.9166666666666667,865,45,10,336,295,40,23
20,9757,6,6,0,12,23,1.9166666666666667,741,30,32,356,192,20,23
21,8623,6,6,0,12,23,1.9166666666666667,782,30,6,450,161,20,23
22,4994,5,7,0,12,22,1.8333333333333333,896,60,10,398,277,30,24
23,10053,5,6,1,12,22,1.8333333333333333,950,45,9,366,353,50,23
24,5235,5,7,0,12,22,1.8333333333333333,825,30,10,430,253,20,24
25,9238,5,7,0,12,21,1.75,876,45,11,400,261,30,23
26,10149,5,7,0,12,20,1.6666666666666667,947,45,16,398,297,40,22
27,5260,5,7,0,12,20,1.6666666666666667,820,30,15,410,227,40,21
28,217,5,7,0,12,20,1.6666666666666667,822,15,28,478,197,20,22
29,3568,4,8,0,12,19,1.5833333333333333,895,45,14,414,292,30,23
30,10054,4,7,1,12,19,1.5833333333333333,814,30,12,392,235,30,22
31,6091,5,6,1,12,19,1.5833333333333333,909,0,14,372,320,60,20
32,9207,4,8,0,12,18,1.5,1013,75,7,514,246,50,22
33,2337,5,7,0,12,18,1.5,1223,45,8,480,422,90,19
34,9251,3,8,1,12,17,1.4166666666666667,839,30,17,334,311,30,21
35,9697,2,9,1,12,16,1.3333333333333333,740,60,11,284,254,40,23
36,9650,3,9,0,12,16,1.3333333333333333,813,45,8,328,275,50,22
37,6610,3,9,0,12,16,1.3333333333333333,886,15,13,376,303,50,22
38,5150,3,7,2,12,16,1.3333333333333333,858,15,8,444,263,20,20
39,8767,2,9,1,12,15,1.25,780,0,13,384,268,20,22
40,10046,1,9,2,12,14,1.1666666666666667,687,30,10,308,245,0,22
