Rank,Team#,W,L,T,#P,RP,Rank Score,Total Score,Nav,Anch,Deck,Hull,Nest,Sail
1,180,12,0,0,12,35,2.9166666666666665,1646,8,8,214,114,27,23
2,179,11,1,0,12,33,2.75,1316,7,21,212,95,11,23
3,108,10,2,0,12,31,2.5833333333333335,1462,3,8,216,127,15,23
4,8581,9,3,0,12,30,2.5,1502,4,5,222,130,15,24
5,5557,10,2,0,12,30,2.5,1465,3,9,198,125,15,22
6,59,9,3,0,12,29,2.4166666666666665,1430,6,18,137,147,17,23
7,4388,9,3,0,12,29,2.4166666666666665,1225,2,7,262,99,5,23
8,2383,9,3,0,12,29,2.4166666666666665,1446,2,4,194,149,13,23
9,5472,8,4,0,12,26,2.1666666666666665,1249,3,11,159,117,12,22
10,9200,7,5,0,12,25,2.0833333333333335,1086,6,5,183,94,4,23
11,10123,7,5,0,12,25,2.0833333333333335,925,3,6,193,69,3,23
12,9244,7,5,0,12,25,2.0833333333333335,950,3,2,196,72,6,23
13,5872,7,5,0,12,24,2.0,1075,1,15,164,117,5,22
14,3627,7,5,0,12,24,2.0,848,0,13,180,73,3,22
15,744,6,6,0,12,23,1.9166666666666667,908,6,8,141,93,1,23
16,9168,6,6,0,12,23,1.9166666666666667,1032,4,11,215,74,2,23
17,6743,7,5,0,12,23,1.9166666666666667,1174,4,9,240,88,7,20
18,9066,6,6,0,12,23,1.9166666666666667,956,3,6,182,81,4,23
19,9164,6,6,0,12,23,1.9166666666666667,889,2,6,158,83,3,22
20,3164,6,6,0,12,22,1.8333333333333333,965,4,2,175,86,6,22
21,1744,6,6,0,12,22,1.8333333333333333,917,3,2,153,79,6,21
22,8817,6,6,0,12,22,1.8333333333333333,917,2,4,154,83,6,22
23,9040,5,7,0,12,21,1.75,833,4,5,161,72,3,23
24,9085,6,6,0,12,21,1.75,969,3,2,256,58,3,21
25,5410,5,7,0,12,21,1.75,916,2,11,190,72,4,22
26,4562,5,7,0,12,21,1.75,780,2,4,185,53,2,23
27,9725,5,7,0,12,20,1.6666666666666667,844,3,12,195,57,2,22
28,7403,7,5,0,12,20,1.6666666666666667,1036,2,10,177,97,4,17
29,10171,5,7,0,12,20,1.6666666666666667,830,1,9,159,70,3,22
30,9604,7,5,0,12,20,1.6666666666666667,943,1,3,248,62,2,18
31,8791,5,7,0,12,19,1.5833333333333333,772,3,6,112,71,6,20
32,9693,4,8,0,12,18,1.5,888,5,12,178,62,3,21
33,10096,6,6,0,12,18,1.5,950,4,6,181,80,3,18
34,9404,4,8,0,12,18,1.5,874,4,4,136,87,6,22
35,3932,4,8,0,12,18,1.5,914,3,3,203,75,2,22
36,9779,5,7,0,12,18,1.5,852,2,7,167,70,5,20
37,7717,4,8,0,12,18,1.5,842,2,6,141,86,3,22
38,9787,4,8,0,12,18,1.5,1032,2,5,221,82,4,22
39,1523,4,8,0,12,18,1.5,972,1,13,186,94,3,22
40,7833,4,8,0,12,17,1.4166666666666667,780,3,11,165,55,3,20
41,8066,4,8,0,12,17,1.4166666666666667,776,2,2,151,59,5,21
42,4091,4,8,0,12,17,1.4166666666666667,831,0,10,185,67,2,20
43,9402,3,9,0,12,16,1.3333333333333333,769,3,5,140,65,4,22
44,7500,3,9,0,12,16,1.3333333333333333,772,3,4,159,71,1,21
45,2152,4,8,0,12,16,1.3333333333333333,872,1,8,156,84,1,18
46,6686,4,8,0,12,16,1.3333333333333333,745,0,8,115,77,4,20
47,3242,2,10,0,12,15,1.25,673,3,4,114,61,2,23
48,7652,4,8,0,12,14,1.1666666666666667,771,3,4,139,86,1,15
