Rank,Team#,W,L,T,#P,RP,Rank Score,Total Score,Nav,Anch,Deck,Hull,Nest,Sail
1,6459,8,1,0,9,25,2.7777777777777777,931,30,4,368,345,40,18
2,2905,8,1,0,9,25,2.7777777777777777,953,15,4,322,441,70,18
3,7536,9,0,0,9,25,2.7777777777777777,811,15,0,494,222,0,16
4,7539,8,1,0,9,24,2.6666666666666665,927,15,2,492,314,20,17
5,9231,7,1,1,9,24,2.6666666666666665,683,0,5,420,186,0,18
6,8054,7,2,0,9,23,2.5555555555555554,804,30,4,348,326,10,18
7,9483,7,1,1,9,22,2.4444444444444446,1147,15,15,378,434,130,16
8,9089,8,1,0,9,22,2.4444444444444446,777,15,15,264,361,40,15
9,7050,6,2,1,9,22,2.4444444444444446,604,15,11,276,210,10,18
10,9750,7,2,0,9,21,2.3333333333333335,665,30,5,266,269,10,16
11,6436,7,2,0,9,20,2.2222222222222223,611,30,2,314,189,0,15
12,9001,6,3,0,9,20,2.2222222222222223,570,15,5,312,170,0,17
13,7611,6,3,0,9,20,2.2222222222222223,546,15,3,266,190,10,17
14,8557,6,3,0,9,20,2.2222222222222223,629,15,2,334,194,10,17
15,9692,6,2,1,9,20,2.2222222222222223,805,0,7,254,376,80,16
16,8146,5,3,1,9,20,2.2222222222222223,580,0,4,284,186,20,18
17,6985,5,4,0,9,19,2.111111111111111,682,30,13,322,221,0,18
18,8209,5,4,0,9,19,2.111111111111111,502,15,8,252,134,20,18
19,8500,4,3,2,9,19,2.111111111111111,650,15,4,324,201,30,18
20,8153,6,3,0,9,19,2.111111111111111,584,0,13,238,243,10,16
21,8308,6,3,0,9,19,2.111111111111111,569,0,4,252,208,30,16
22,9422,5,3,1,9,18,2.0,561,15,3,246,219,10,16
23,7576,4,4,1,9,18,2.0,591,0,5,184,302,10,18
24,9502,5,4,0,9,18,2.0,540,0,4,272,153,30,17
25,5883,5,4,0,9,18,2.0,625,0,3,294,232,20,17
26,9025,6,3,0,9,18,2.0,655,0,3,230,336,20,15
27,1797,5,4,0,9,17,1.8888888888888888,669,30,14,272,216,30,16
28,9233,4,4,1,9,17,1.8888888888888888,715,15,6,352,239,20,17
29,9469,4,4,1,9,17,1.8888888888888888,596,15,2,342,137,20,17
30,10210,5,4,0,9,17,1.8888888888888888,520,0,7,218,209,10,16
31,9583,4,5,0,9,17,1.8888888888888888,551,0,6,280,186,10,18
32,9070,4,5,0,9,16,1.7777777777777777,595,30,4,234,193,30,17
33,7228,6,3,0,9,16,1.7777777777777777,460,0,8,190,174,10,11
34,9585,4,5,0,9,16,1.7777777777777777,566,0,7,320,147,10,16
35,9523,4,5,0,9,16,1.7777777777777777,516,0,5,274,163,10,17
36,8777,5,4,0,9,16,1.7777777777777777,501,0,4,274,146,0,15
37,7840,4,5,0,9,16,1.7777777777777777,529,0,3,170,266,10,17
38,9610,3,6,0,9,15,1.6666666666666667,529,30,4,262,164,0,18
39,9547,4,5,0,9,15,1.6666666666666667,478,0,4,260,127,20,16
40,9030,3,6,0,9,14,1.5555555555555556,446,30,4,256,90,0,17
41,6024,3,5,1,9,14,1.5555555555555556,588,15,3,364,125,10,15
42,7292,5,4,0,9,14,1.5555555555555556,480,0,7,194,167,30,13
43,10114,3,6,0,9,14,1.5555555555555556,509,0,2,254,181,10,17
44,9185,4,5,0,9,14,1.5555555555555556,415,0,2,248,117,0,14
45,9436,3,6,0,9,13,1.4444444444444444,391,0,17,182,138,10,16
46,9464,3,5,1,9,13,1.4444444444444444,436,0,14,264,97,0,14
47,7439,3,5,1,9,13,1.4444444444444444,550,0,5,310,161,0,14
48,9132,2,6,1,9,13,1.4444444444444444,427,0,3,236,130,0,17
49,8263,3,6,0,9,13,1.4444444444444444,469,0,2,210,169,20,16
50,6430,3,6,0,9,12,1.3333333333333333,436,0,14,244,120,0,12
51,8166,4,4,1,9,12,1.3333333333333333,599,0,5,272,219,20,12
52,9565,3,6,0,9,12,1.3333333333333333,452,0,5,228,145,0,15
53,9124,2,7,0,9,12,1.3333333333333333,323,0,3,182,76,0,17
54,8780,3,6,0,9,11,1.2222222222222223,511,0,15,246,173,10,12
55,9160,2,7,0,9,11,1.2222222222222223,417,0,3,220,124,10,16
56,9095,2,7,0,9,11,1.2222222222222223,310,0,3,186,57,0,16
57,6417,2,7,0,9,11,1.2222222222222223,572,0,2,330,161,0,16
58,8799,1,8,0,9,10,1.1111111111111112,416,0,4,196,154,0,17
59,7575,3,6,0,9,10,1.1111111111111112,506,0,4,182,219,20,11
60,7729,1,8,0,9,8,0.8888888888888888,315,0,12,178,81,0,15
61,8795,0,8,1,9,8,0.8888888888888888,372,0,6,212,100,0,16
62,9440,1,8,0,9,7,0.7777777777777778,367,0,7,194,104,0,12
63,4191,2,7,0,9,7,0.7777777777777778,436,0,5,250,106,10,11
64,8783,0,8,1,9,3,0.3333333333333333,222,0,3,104,69,0,10
