Rank,Team#,W,L,T,#P,RP,Rank Score,Total Score,Nav,Anch,Deck,Hull,Nest,Sail
1,4392,12,0,0,12,36,3.0,1433,1,6,228,124,12,24
2,4391,11,1,0,12,33,2.75,1680,5,4,293,119,19,23
3,857,11,1,0,12,33,2.75,1484,4,2,217,128,16,23
4,3175,10,1,1,12,32,2.6666666666666665,1445,3,3,237,123,15,23
5,7154,9,2,1,12,30,2.5,1245,2,4,241,89,12,23
6,1596,9,3,0,12,30,2.5,1268,0,2,219,103,14,24
7,6637,9,3,0,12,29,2.4166666666666665,982,3,0,253,59,4,23
8,7782,8,4,0,12,28,2.3333333333333335,1203,0,3,262,76,12,24
9,9674,8,4,0,12,27,2.25,899,1,1,220,55,6,23
10,3655,7,5,0,12,26,2.1666666666666665,1185,5,4,227,94,4,24
11,6112,7,5,0,12,26,2.1666666666666665,869,2,0,174,75,2,24
12,7202,7,5,0,12,25,2.0833333333333335,1084,4,2,226,78,6,23
13,10189,6,6,0,12,24,2.0,827,3,2,158,64,4,24
14,4375,8,4,0,12,24,2.0,1030,2,2,237,70,5,20
15,3602,6,6,0,12,23,1.9166666666666667,991,5,2,205,67,5,23
16,2586,6,6,0,12,23,1.9166666666666667,1168,3,8,192,89,13,23
17,7826,6,5,1,12,23,1.9166666666666667,990,3,0,266,52,3,22
18,5878,6,6,0,12,23,1.9166666666666667,971,2,1,191,85,6,23
19,6113,5,7,0,12,22,1.8333333333333333,1076,6,3,198,84,6,24
20,10172,6,6,0,12,22,1.8333333333333333,1078,4,2,212,82,9,22
21,4988,5,7,0,12,22,1.8333333333333333,874,3,1,194,62,4,24
22,6079,5,7,0,12,22,1.8333333333333333,810,2,3,204,55,1,24
23,7250,5,6,1,12,22,1.8333333333333333,891,1,0,194,69,3,23
24,4827,5,7,0,12,21,1.75,793,4,0,172,54,4,23
25,6558,5,7,0,12,21,1.75,843,1,2,215,57,3,23
26,5314,5,7,0,12,20,1.6666666666666667,991,4,6,220,65,5,22
27,6569,5,7,0,12,20,1.6666666666666667,1025,4,3,257,60,4,22
28,9755,4,8,0,12,20,1.6666666666666667,895,2,1,159,72,8,24
29,9188,4,8,0,12,19,1.5833333333333333,883,4,1,197,55,4,23
30,5486,5,7,0,12,19,1.5833333333333333,928,2,0,190,77,3,21
31,10128,5,7,0,12,19,1.5833333333333333,836,1,4,178,58,5,21
32,9722,4,8,0,12,19,1.5833333333333333,836,1,2,191,56,6,23
33,9548,3,9,0,12,18,1.5,938,5,1,225,54,3,24
34,5706,3,8,1,12,18,1.5,755,1,0,163,61,3,23
35,9249,2,9,1,12,17,1.4166666666666667,714,0,1,175,43,4,24
36,6088,2,10,0,12,16,1.3333333333333333,719,4,0,164,56,0,24
37,6345,2,10,0,12,16,1.3333333333333333,930,3,2,177,76,5,24
38,7713,2,10,0,12,15,1.25,721,1,3,163,50,4,23
39,5213,3,9,0,12,14,1.1666666666666667,839,1,0,206,57,4,20
