Rank,Team#,W,L,T,#P,RP,Rank Score,Total Score,Nav,Anch,Deck,Hull,Nest,Sail
1,1574,11,1,0,12,35,2.9166666666666665,1669,7,21,265,127,16,24
2,5990,10,2,0,12,32,2.6666666666666665,1572,3,15,229,137,17,24
3,1690,10,2,0,12,31,2.5833333333333335,1912,5,19,200,167,24,23
4,2231,9,3,0,12,31,2.5833333333333335,1709,4,27,283,142,13,22
5,3083,8,4,0,12,30,2.5,1356,6,15,218,133,5,24
6,5614,9,3,0,12,29,2.4166666666666665,1449,3,17,264,101,14,23
7,2630,8,4,0,12,28,2.3333333333333335,1558,4,19,244,109,19,24
8,5715,8,4,0,12,28,2.3333333333333335,1323,3,13,195,113,12,24
9,3388,8,4,0,12,27,2.25,1264,4,21,206,99,11,23
10,3339,8,4,0,12,27,2.25,1652,3,7,239,140,20,23
11,7039,8,4,0,12,26,2.1666666666666665,1377,4,12,268,105,3,21
12,6738,7,5,0,12,26,2.1666666666666665,1287,3,18,271,100,5,24
13,7177,7,5,0,12,25,2.0833333333333335,1077,4,6,184,93,6,23
14,4320,7,5,0,12,25,2.0833333333333335,1482,3,14,241,134,9,23
15,5635,7,5,0,12,25,2.0833333333333335,1312,2,18,259,98,9,23
16,7845,6,6,0,12,23,1.9166666666666667,1263,4,15,205,103,5,23
17,5654,6,6,0,12,23,1.9166666666666667,1379,3,16,303,96,7,22
18,1942,6,6,0,12,22,1.8333333333333333,1283,3,11,271,97,8,22
19,4416,6,6,0,12,22,1.8333333333333333,1031,0,9,195,87,7,22
20,4744,5,7,0,12,21,1.75,1188,4,13,170,125,6,23
21,7112,6,6,0,12,21,1.75,1083,2,10,218,89,4,21
22,2212,4,8,0,12,18,1.5,992,2,22,203,79,3,20
23,1580,5,7,0,12,18,1.5,1100,2,12,223,90,6,19
24,4661,4,8,0,12,18,1.5,988,2,11,204,73,5,22
25,10104,4,8,0,12,18,1.5,911,2,9,161,88,3,21
26,1576,3,9,0,12,17,1.4166666666666667,898,2,11,146,87,4,22
27,4586,4,8,0,12,17,1.4166666666666667,1009,1,9,191,85,5,21
28,1943,4,8,0,12,17,1.4166666666666667,1037,0,15,201,81,7,20
29,6230,4,8,0,12,16,1.3333333333333333,956,2,11,179,82,5,20
30,10145,3,9,0,12,16,1.3333333333333333,963,2,9,204,79,3,21
31,2679,2,10,0,12,15,1.25,958,3,18,162,91,4,23
32,9304,4,8,0,12,14,1.1666666666666667,1156,0,11,190,107,8,16
33,4590,2,10,0,12,13,1.0833333333333333,1058,4,14,195,84,4,20
34,9303,1,11,0,12,11,0.9166666666666666,748,0,18,142,71,2,21
