"num","team","total_points","total_notes","total_note_points","auto_notes","auto_points","teleop_notes","teleop_points","amp_notes","speaker_notes","amplified_notes","endgame_points","endgame_park_points","endgame_on_stage_points","endgame_harmony_points","endgame_trap_points","endgame_spotlight_points"
"3484","Short Circuit","23.2","7","20","1.9","10.9","5.1","10.6","0.9","6.2","0.4","1.6","0.73","0.7","-0.07","0.2","0.12"
"7415","Jaguar Robotics Sponsored B...","23.2","7.5","20.3","1.3","7.7","6.3","13.9","0.2","7.3","0.5","1.5","0.65","0.5","0.06","0.4","-0.05"
"573","Mech Warriors","23.1","6","17.3","0.8","5.6","5.2","13.2","2","4.1","1.6","4.3","0.33","1.9","0.02","2","0.04"
"1197","TorBots","23.1","6.7","18.3","1.7","10","5","9.7","1.4","5.3","0.4","3.4","0.33","2.2","0.39","0.4","0.06"
"5550","BRONChO BOTS","23.1","6.7","19.8","1.7","10.3","5","11.1","1.9","4.8","1","1.7","0.64","1","0.03","0.1","-0.01"
"8567","Team Ultraviolet","23.1","7.6","21.4","1.2","7.7","6.4","15.5","1.9","5.7","1.5","0","0.82","-0.7","-0.14","0","-0.02"
"157","AZTECHS","23.1","6.7","19.4","1.3","7.6","5.5","13.1","1.8","4.9","1.3","2.4","0.34","1.9","0.12","0","0.14"
"6510","Pymble Pride","23.1","7.8","20.2","1.4","8.7","6.4","13.2","1.7","6.1","0.7","1.2","0.61","0.8","0.12","-0.2","-0.1"
"3160","F. R. O. G. - FIRST Robotic...","23.1","6.4","19.7","1.3","8.2","5.1","13.3","0.6","5.9","1.2","1.6","0.32","1.3","0","0","0.03"
"4069","Lo-Ellen Robotics","23.1","5.9","18.6","1.4","8.8","4.5","11.7","1.4","4.5","1.4","2.5","0.34","2","0.17","-0.1","0.12"
"2438","'Iobotics","23.1","6","18.5","1.7","10","4.3","9.9","2.8","3.2","1.4","3.2","0.35","2.4","0.08","0.3","0.04"
"469","Las Guerrillas","23.1","7.4","19.9","0.8","5","6.6","16.1","1.3","6.1","1.4","1.9","0.53","1.2","0.02","0.2","0.04"
"6709","Spudinc Big Lake Robotics","23","6.4","18.1","1.6","9.8","4.8","10.4","1.9","4.5","0.9","2.9","0.47","1.8","0.25","0.3","0.03"
"6962","Antares","23","6.2","19.7","1.7","10.2","4.5","11.6","2.6","3.6","1.7","1.2","0.55","0.4","0.1","0.2","0.03"
"8","Paly Robotics","23","6.4","20.9","1.8","10.4","4.6","12","1.2","5.2","1.3","0.6","0.91","0","-0.13","-0.1","-0.07"
"2509","Tigerbots","22.9","6.7","18.8","1.2","7.6","5.5","12.8","2.2","4.5","1.3","2.6","0.39","1.9","0.4","-0.1","-0.07"
"3181","Pittsford Panthers","22.9","6","17.6","1.2","7.5","4.9","11.9","1.3","4.7","1.2","3.5","0.09","2.8","0.44","0.2","0.05"
"401","Copperhead Robotics","22.9","7.3","19.8","1.4","8.6","5.9","13","1.5","5.8","0.9","1.3","0.65","0.6","0.14","-0.2","0.03"
"5948","PrepaTec - Lebotics","22.9","6.7","19.5","1.8","10.5","4.9","10.5","0.6","6.1","0.4","2","0.17","1.6","-0.02","0.2","0.02"
"9597","Luban Robotics","22.9","5.5","17.8","1.3","8.4","4.2","11.3","2.1","3.4","1.7","3.2","-0.02","2.7","0.57","-0.2","0.09"
"9105","TechnoTalons","22.9","6.3","20.3","1.6","8.5","4.7","12.4","1.8","4.5","1.6","2","0.43","1.4","-0.11","0.3","-0.05"
"11","MORT","22.9","6.8","17","1.5","7.1","5.3","11.8","4.4","2.4","1.6","4","-0.04","3.3","0.19","0.4","0.13"
"3735","VorTX","22.9","6.3","20.3","1.6","8.9","4.7","12.2","1.7","4.6","1.5","1.9","0.6","1.1","0.17","0","0.01"
"7565","SESI SENAI ROBONATICOS","22.9","7.4","21.2","1","6.4","6.4","16.3","1.2","6.2","1.6","0.2","0.72","-0.2","-0.07","-0.2","-0.03"
"7660","The Byting Irish","22.9","5.5","18","1.5","9.1","4","10.4","2","3.5","1.5","3.3","0.14","2.1","0.32","0.5","0.22"
"5427","Steel Talons","22.8","6.3","18.8","1.3","8.1","5.1","12.4","1.6","4.7","1.3","2.3","0.62","1","0.15","0.2","0.37"
"1811","FRESH","22.8","5.8","18.8","1.7","10.3","4.1","10.2","1.1","4.7","1","2.3","0.22","2.2","0","-0.1","0.04"
"8069","Super Hornets","22.8","5.9","17.2","0.8","6.1","5.1","13","2.2","3.7","1.7","3.8","0.16","2.5","0.82","0.2","0.11"
"525","Swartdogs","22.8","6.7","19.6","2.1","11.9","4.7","9.5","0.9","5.8","0.3","1.4","0.47","1.1","0.14","-0.3","0.03"
"3459","Team PyroTech","22.8","6.7","19.9","1.7","10.1","5","11.4","1.6","5.2","1","1.3","0.8","0.6","-0.05","0","-0.02"
"4121","Viking  Robotics","22.8","7.3","19.1","1.2","7.5","6","12.9","0.7","6.6","0.5","2.4","0.56","1.4","0.12","0.3","0.02"
"7444","MOON STAR ROBOTICS","22.8","6.5","19.1","1.8","10.4","4.7","10","1.3","5.2","0.6","2.5","-0.05","2.1","-0.02","0.4","0.04"
"3654","TechTigers","22.8","6.7","20.2","1.7","10.2","5","11.8","1.3","5.4","1","0.7","0.99","0.3","-0.14","-0.3","-0.12"
"3737","Roto Raptors","22.8","8","19.5","0.9","5.5","7","14.9","1.4","6.6","0.7","2.4","0.45","1.7","0.24","0","0.03"
"3970","Duncan Dynamics","22.8","6.8","20","1.2","7.1","5.6","13.9","2.8","4","1.8","1.7","0.4","0.4","-0.03","0.9","0.1"
"86","Team Resistance","22.8","6.6","18.5","1.2","8","5.4","12.3","2","4.6","1.2","2.5","0.3","2","0.24","0","0.05"
"1511","Rolling Thunder","22.7","6.5","19.5","1.8","10.9","4.7","10.6","2","4.6","1","1.3","0.45","0.8","0.12","0","-0.07"
"4183","Bit Buckets","22.7","7.8","20.9","1.5","8.6","6.3","13.5","0.7","7.1","0.5","0.6","1.05","-0.4","-0.04","0","0"
"5459","Ipswich TIGERS","22.7","6.7","18.6","1.3","7.9","5.4","12.2","2","4.7","1.1","2.6","0.53","1.3","0.18","0.5","0.11"
"2872","CyberCats","22.7","7","20.1","1.7","9.5","5.4","11.7","1.3","5.8","0.7","1.5","0.28","1.2","-0.02","0","-0.02"
"6418","The Missfits","22.7","6.2","19.6","1.6","9.3","4.6","11.7","2","4.2","1.5","1.7","0.36","1.4","0.03","-0.1","0"
"7034","2B Determined","22.7","6.4","19.6","1.4","8.8","5","12.5","1.5","4.9","1.4","1.4","0.58","0.8","0.08","-0.2","0.15"
"223","Xtreme Heat","22.7","6.2","18.3","2","12.2","4.2","8.4","0.9","5.3","0.3","2.1","0.2","1.7","0.16","0.1","0.04"
"8214","Cyber Unicorn","22.7","6.4","21.1","2","11.4","4.4","11.3","2.7","3.8","1.7","0.1","0.51","-0.3","-0.11","0","-0.02"
"1","The Juggernauts","22.7","6.9","18.8","1.3","8.5","5.6","12.2","1.5","5.4","0.8","2","0.31","1.9","0.04","-0.2","-0.03"
"5525","Alcona Tool Cats","22.7","7.1","19","1.5","9.1","5.6","11.5","-0.1","7.2","0.1","2.1","0.54","1.6","0.02","0","-0.04"
"7616","Cerberus","22.7","6.7","21.3","1.4","7.5","5.3","14.1","3.1","3.6","2.2","1","0.72","0","0.01","0.3","0.07"
"9692","Sigma","22.7","6.1","18.3","1.4","8.4","4.7","11.5","2.9","3.2","1.6","2.8","0.4","2","0.01","0.4","0.05"
"9067","The Goonies","22.6","6.4","19.1","1.9","11.3","4.5","9.4","1.8","4.7","0.7","1.9","0.33","1.4","0.05","-0.1","0.21"
"3182","Athena's Warriors","22.6","6.7","18","1.4","9.1","5.2","10.8","1.5","5.2","0.6","2.7","0.31","2.2","0.08","0.1","-0.03"
"2084","Robots by the C","22.6","7.4","20.1","1","5.9","6.4","15","1.3","6.1","1.2","1.7","0.15","1.2","0.08","0.3","0.03"
"4778","Stormbots","22.6","6","18.2","1.8","10","4.3","9.4","1.4","4.6","0.8","3.2","0.3","2.1","0.27","0.5","0"
"3536","Electro Eagles","22.6","6.5","19","1.2","7.5","5.3","13.1","2.1","4.4","1.5","2","0.53","1.3","0.26","-0.1","0.01"
"4765","PWRUP","22.6","7.9","18.4","1.1","5","6.8","14.8","4.7","3.2","1.8","2.8","0.13","2","0.4","0.2","-0.03"
"5567","Code Red Robotics","22.6","6.2","17.2","1.4","9","4.9","10.3","0.9","5.4","0.5","3.3","0.18","2.8","0.23","0.1","0.01"
"5603","The WarriorBots","22.6","7.3","18.8","1.3","8","6","12.6","1.3","5.9","0.6","1.9","0.58","1.2","0.14","0","-0.01"
"9644","NEIA Robotics","22.5","5.4","17.4","1.4","8.4","4","10.3","1.2","4.2","1.2","3.8","0.07","3","0.27","0.3","0.2"
"3211","The Y Team","22.5","6.9","19.4","1.1","7.3","5.8","14","1.6","5.3","1.4","1.2","0.66","0.1","-0.11","0.5","0"
"126","Gael Force","22.5","6.3","18.9","1.2","7.3","5.1","13","1.2","5.1","1.3","2.2","0.72","1.4","0.12","0","0.05"
"2283","Panteras","22.5","5.7","19.1","2","11","3.8","9.3","0.8","5","0.8","2.3","0.49","1.6","-0.05","0.2","0.03"
"5041","CyBears","22.5","6.8","19.4","1.6","9.2","5.2","11.3","0.4","6.4","0.5","2.1","0.31","1.7","0","0","0.08"
"6729","RobCoBots","22.5","6.8","19","1.2","8.1","5.6","13","1.4","5.4","1.1","1.4","0.37","1","-0.02","0","0.01"
"4926","GalacTech","22.5","5.5","18","1.6","10.2","3.9","9.8","1.1","4.4","1.1","2.5","0.2","1.8","0.33","0.1","0.09"
"7632","An Kang Robotics Maker","22.5","6.7","19.2","1.7","10.2","5","10.6","2.5","4.2","1","1.7","0.18","1.6","-0.02","-0.1","0.05"
"3297","Full Metal Jackets","22.4","5.2","15.3","1.4","9","3.8","8.2","1.7","3.5","0.8","5.2","0.18","2.4","-0.09","2.6","0.1"
"6740","G3 - Glue Gun & Glitter","22.4","6","20.5","1.7","9.5","4.3","12","2.4","3.7","1.9","1","0.43","0.6","0.1","-0.2","0.1"
"4419","Team Rewind","22.4","7.3","19.9","1.5","8.5","5.8","12.6","2.1","5.2","1","1.3","0.72","0.6","0.06","-0.1","-0.03"
"2704","Roaring Robotics","22.4","6.2","17.4","1.6","7.2","4.7","12.1","3.7","2.5","1.9","3.1","0.04","2.4","0.54","-0.1","0.24"
"3875","Red Storm Robotics","22.3","6","17.9","1.3","7.5","4.7","11.4","1.3","4.7","1.1","3.5","0.09","2.7","0.35","0.3","0.04"
"418","Purple Haze","22.3","7","20.2","1.6","9.3","5.5","12.3","1.7","5.3","1","0.7","0.74","0","-0.07","0.1","-0.04"
"8089","Rockway Robotics","22.3","6.5","17.8","1.4","8.7","5.1","11","1.7","4.7","0.8","2.7","0.32","1.8","0.26","0.2","0.09"
"1675","UPS (Ultimate Protection Sq...","22.3","6.5","20.2","1.7","9.7","4.8","11.9","2.6","3.9","1.6","0.7","0.53","0.1","0.11","-0.1","0.05"
"3023","STARK Industries","22.3","6.6","18.2","1.3","7.6","5.3","12.5","2.7","4","1.4","2.3","0.35","1.7","0.08","0.1","0.04"
"5067","Steiner Steel Storm","22.3","7","18.7","1.5","8.4","5.5","11.3","0.7","6.3","0.3","2.6","0.15","2.3","0","0.1","0.04"
"8188","Grand Force","22.3","6.3","19.3","0.8","5.6","5.5","15.2","2.5","3.8","2.2","1.5","0.28","1.4","-0.12","-0.1","0.03"
"2473","Goldstrikers","22.3","7.5","19.2","1.3","8.4","6.2","12.8","0.7","6.7","0.4","1.2","0.33","1.1","0.09","-0.3","-0.01"
"4265","Secret City Wildbots","22.3","6.1","19.7","1.6","10","4.5","11.5","2.6","3.5","1.7","0.8","0.46","0.6","0.11","-0.3","-0.03"
"6364","Ten Ton Robotics","22.3","7","18.8","1.3","8","5.7","12.3","0.5","6.6","0.4","2.1","0.33","1.4","0.26","0","0.06"
"4561","TerrorBytes","22.3","6.3","20.1","1.2","7.9","5.1","13.8","2.1","4.3","1.9","0.6","0.92","-0.4","-0.16","0.2","0.11"
"7431","Wingspan","22.3","6.4","17.7","1.1","7.5","5.3","12.3","0.9","5.5","0.9","2.5","0.38","2.1","-0.02","0","0.04"
"2603","Steel Stingers","22.3","6.8","19.3","1.3","8","5.5","12.8","2.6","4.2","1.5","1.5","0.64","0.8","0.17","-0.1","0.05"
"6026","Tiger Strike","22.2","6.2","18.3","1.5","9","4.6","10.9","1","5.2","0.8","2.4","0.45","1.6","-0.02","0.4","-0.03"
"3206","Royal T-Wrecks","22.2","6.9","18.2","1.6","9.6","5.3","10.3","1.6","5.3","0.4","2.4","0.1","2.2","0.12","0","0.07"
"3176","Purple Precision","22.2","6.1","18.4","1.5","9.4","4.6","10.8","1.9","4.3","1.2","2","0.2","1.9","-0.03","-0.2","0.2"
"4829","Titanium Tigers","22.2","6.9","19.6","1.2","7.7","5.7","13.6","1.7","5.2","1.3","0.9","0.52","0.3","0.07","0","0.01"
"772","Sabre Bytes Robotics","22.2","6.3","17.7","1.4","8.9","4.8","10.5","1.5","4.8","0.8","2.8","0.09","2.1","0.04","0.5","0.13"
"4947","Fenix","22.2","6.3","18.8","1.7","10","4.6","10.3","1","5.3","0.7","1.9","0.51","1.3","0.09","0","-0.05"
"7121","Keller Fusion Robotics","22.2","6.1","18.8","1.3","7.8","4.7","12.1","2.9","3.1","1.9","2.3","0.1","2.1","-0.08","0","0.17"
"281","The GreenVillains","22.1","6.5","18.9","1.4","9","5.1","12.2","2.5","4","1.5","1","0.34","0.5","0","0.1","0.02"
"2412","Robototes","22.1","6","19.4","1.8","11.1","4.1","10.2","1.7","4.2","1.2","0.8","0.33","0.5","0.03","-0.1","0.02"
"6391","Ursuline Bearbotics","22.1","6.1","18.8","1.3","8","4.7","12.2","2.8","3.3","1.8","2","0.64","0.9","0.09","0.2","0.07"
"6381","Red Raider Robotics","22.1","7","18.8","0.9","5.8","6.1","14.3","1.4","5.6","1.2","2","0.69","1","0.01","0.2","0.09"
"2689","Team Alpha","22.1","6.3","19.9","1.1","7.8","5.1","14.2","1.2","5","1.7","0.1","0.51","0","0.07","-0.4","-0.11"
"5142","Robo Dominators","22.1","5.5","16.8","1.4","9","4.1","9.7","1.9","3.6","1.2","3.4","0.11","2.3","0.52","0.3","0.16"
"571","Team Paragon Robotics","22","7.2","17.8","0.7","4.4","6.6","15.5","4.8","2.4","2.3","2.1","0.43","1.6","0.17","-0.1","0.07"
"7895","Trobots","22","7","17.9","1","6.3","6","12.9","1.3","5.7","0.7","2.9","0.39","1.8","0.28","0.3","0.06"
"4322","Clockwork","22","6.4","19.7","1.5","8.7","4.9","12.5","1.5","4.9","1.4","0.8","0.43","0.2","-0.08","0.3","-0.02"
"6662","FalconX","22","6.9","19.5","1.8","10.5","5.1","10.6","2.1","4.8","0.9","0.9","0.7","0.4","-0.09","0","-0.05"
"8852","Drew Robotics","22","6.1","19.3","1.7","9.3","4.4","10.6","0.4","5.8","0.7","2.1","0.29","1.4","0.11","0.2","0.1"
"1860","Alphabots","22","6.4","18.9","1.6","9.6","4.8","10.9","0.6","5.8","0.6","1.6","0.6","0.5","-0.03","0.4","0.07"
"4026","Decatur Robotics","22","6.4","18.8","1.1","7.4","5.2","13.2","1.5","4.9","1.4","1.4","0.63","0.6","0.07","0.1","0"
"5160","Chargers","22","6.6","17.7","1.3","6","5.3","13.6","4","2.6","2.1","2.4","-0.11","2","0.12","0.2","0.12"
"5700","SOTA Cyberdragons","22","6.1","19.9","2.1","12.3","4","9","1","5.1","0.7","0.7","0.54","0.4","-0.12","-0.2","0.03"
"4531","STEAMpunk","21.9","5.7","17","1.7","10","4","8.5","0.5","5.2","0.4","3.4","0.16","2.6","0.4","0.1","0.13"
"5653","Iron Mosquitos","21.9","6.3","17.9","1.3","8.2","5","11.3","1.8","4.5","1","2.4","0.51","1.2","0.27","0.4","0.12"
"3102","Tech-No-Tigers","21.9","6.1","17.2","1.1","7.2","5","11.9","1.1","5","1","2.8","0.43","1.6","-0.07","0.6","0.21"
"3158","PrepaTec - TECBOT","21.9","7","19.1","1.2","7.6","5.8","13.2","2.1","4.9","1.2","1.1","0.8","0.1","0","0.2","0.05"
"5534","Onaway Onabots","21.9","6.4","18.7","1.5","8.4","4.9","11","0.6","5.8","0.6","2.5","0.36","2","0.28","-0.2","-0.02"
"6346","Cybears Robotics Team","21.9","6","18.9","1.3","7.7","4.7","12.4","2.2","3.8","1.8","1.8","0.58","1.2","0.17","-0.2","0.07"
"6925","W.A.Robotics","21.9","5.9","20.3","2","11.2","3.9","10.3","1.4","4.5","1.3","0.4","0.85","-0.3","-0.04","-0.1","0.06"
"2783","Engineers of Tomorrow","21.9","6.5","17.4","1.3","7.8","5.2","10.7","0.5","6","0.3","3.4","0.29","2.5","0.11","0.3","0.14"
"7419","T.E.C.H. Support","21.9","6.6","18.4","1.2","6.9","5.5","12.6","1.3","5.3","1","2.4","0.1","1.8","0.19","0.3","0.11"
"3668","TroBots","21.9","6.3","17.2","1.5","9.7","4.8","9.7","0.9","5.3","0.4","2.5","0.77","1.4","0.4","0","0"
"2175","The Fighting Calculators","21.9","6.6","18","1.8","10.2","4.8","9.1","3.1","3.4","0.9","2.6","0.34","1.9","-0.01","0.4","-0.04"
"509","Red Storm","21.9","6.2","16.9","0.9","6.2","5.3","12.5","1.9","4.2","1.3","3.2","0.1","2.7","0.38","0","0.01"
"3003","TAN(X)","21.9","7.7","19.4","1.2","7.5","6.5","13.4","0.7","7","0.4","0.9","0.44","0.4","0.03","0.1","-0.04"
"3561","RoboRaiders","21.9","6.2","18.3","1.6","9.4","4.6","10.3","1.6","4.6","0.9","2.2","0.52","1.4","0.26","-0.1","0.09"
"948","NRG (Newport Robotics Group)","21.9","6.8","19.5","0.9","6.1","5.9","15","1.7","5.1","1.7","0.8","0.42","0.4","-0.14","0.1","-0.05"
"2423","The KwarQs","21.8","6.3","17.9","1.1","7.1","5.2","12.4","2.5","3.9","1.5","2.4","0.44","2","0.17","-0.2","-0.03"
"9237","Swartz Creek Dragonators","21.8","6.4","18.4","1.1","7","5.3","12.8","1.2","5.2","1.1","2.1","0.43","1.3","0.04","0.3","0.01"
"5507","Robotic Eagles","21.8","5","16","1.4","8.3","3.5","8.8","1.2","3.7","1","4.7","0.2","2.4","0.14","1.9","0.09"
"9126","Silver Hawks","21.8","6.9","19.5","1","5.8","5.8","14.4","2.5","4.4","1.7","1.7","0.59","0.8","-0.05","0.2","0.12"
"7068","Mechanical Masterminds","21.8","5.8","17.2","1.5","8.5","4.3","9.7","1.5","4.4","0.8","3.6","0.48","1.9","-0.09","1.3","0.07"
"112","Plus One","21.8","7.3","21","1.2","7.4","6","14.9","2.6","4.7","1.8","-0.5","0.43","-0.9","-0.02","-0.1","0.05"
"2771","Code Red Robotics the Stray...","21.8","6.6","18.4","1.5","8.9","5.2","11.4","1.2","5.4","0.7","1.5","0.25","0.9","0.01","0.3","0.03"
"3316","D-Bug","21.7","6.1","18.2","1.7","10.1","4.4","9.6","1.1","5","0.7","2","0.37","1.4","0.01","0.1","0.12"
"5439","Huskies","21.7","6.1","17","1.6","10","4.4","8.9","0.8","5.3","0.3","2.8","0.18","2.3","0.3","-0.1","0.09"
"247","Da Bears","21.7","6.2","17.6","1.4","8.3","4.8","10.6","1","5.2","0.7","2.8","0.24","2.2","0.41","-0.1","0.08"
"3996","RIKITIK","21.7","6.8","18.8","1.2","7.3","5.6","12.8","1.7","5.2","1.1","1.5","0.31","1.3","-0.03","-0.1","0.03"
"1918","NC GEARS","21.7","6.3","16.9","0.8","4.7","5.5","13.2","3.1","3.2","1.7","3.8","0.14","2.7","-0.05","0.7","0.27"
"2147","CHUCK","21.7","7.1","18.8","1.3","7.4","5.8","12.6","0.5","6.7","0.4","1.8","0.49","1.2","-0.07","0.1","0.06"
"2333","S.C.R.E.E.C.H.","21.7","7.2","19.2","1.3","7.3","5.9","12.6","0.5","6.7","0.4","1.8","0.75","0.7","0.06","0.2","0.12"
"9480","Gear Bears","21.7","6.1","18.6","1.6","8.6","4.5","10.6","0.7","5.4","0.8","2.4","0.28","2","0","-0.1","0.15"
"2848","Rangers","21.7","7.2","20","1.4","8.1","5.8","12.8","1.2","6.1","0.8","0.8","0.88","-0.1","-0.05","0.1","-0.04"
"4603","Forza One - Peñoles","21.7","7.2","18.4","1.3","7.6","5.9","12.1","0.5","6.7","0.3","2","0.23","1.5","0.34","-0.1","-0.02"
"123","Team - Cosmos","21.6","6.7","17.7","1.5","9.3","5.2","10.1","0.3","6.4","0","2.3","0.31","1.8","0","0.1","0"
"7605","ASTRO","21.6","5.9","17.8","1.2","7.4","4.7","11.8","2.2","3.8","1.5","2.5","0.11","1.4","0.06","1","-0.05"
"287","Floyd Robotics","21.6","7.5","19.5","1.2","7.1","6.3","13.4","1.1","6.4","0.7","1.1","0.4","0.8","-0.05","0","-0.01"
"3197","HexHounds","21.6","6.5","17.4","1.1","7","5.4","12","0.9","5.6","0.7","2.7","0.19","2.1","0.34","0","0.06"
"5654","Phoenix","21.6","6","16.4","1.3","7.2","4.7","10","0.9","5.1","0.5","4.4","0.19","2.1","-0.08","2","0.18"
"6153","Blue Crew","21.6","7.1","19.3","1.2","7.5","5.9","13.2","1","6.1","0.8","0.9","0.52","0.7","0.16","-0.4","-0.13"
"5402","Wreckless Robotics","21.6","6.2","18.2","0.8","5.2","5.4","14.3","1.4","4.7","1.7","2.1","0.26","1.7","0.21","0","-0.06"
"7913",""Bear"ly Functioning","21.6","5.7","17.2","1.2","8.1","4.5","11.1","1.8","3.9","1.3","2.5","0.15","1.9","0.13","0.3","0.02"
"7520","Team MineKee","21.5","5.2","16.9","1.6","9.3","3.6","8.9","1","4.2","0.9","3.3","0.16","2.5","0.34","0.2","0.07"
"3931","Cockadoodle Dominators","21.5","6.8","20.2","1.7","9.9","5.1","11.6","0.8","6","0.8","0","0.51","-0.3","-0.05","-0.1","-0.05"
"4","Team 4 ELEMENT","21.5","6.3","17.8","1.5","9.3","4.8","10.3","1.2","5.1","0.7","1.9","0.15","1.3","0.08","0.5","-0.09"
"3452","GreengineerZ","21.5","6.8","18.9","0.8","5.3","6","14.8","1.9","4.9","1.6","1.3","0.74","0.3","0.18","0.1","0.02"
"4655","Stateline Robotics","21.5","5.2","14.8","0.8","5.5","4.4","10.7","1.9","3.3","1.3","5.3","0.06","2.6","-0.02","2.6","0.05"
"4041","Iron Tigers","21.5","6.8","18.1","1.2","7.4","5.6","12.1","1.2","5.6","0.7","2","0.48","1","0.14","0.4","0.03"
"3489","Category 5","21.4","7","19.5","1.2","7.5","5.7","13.3","1","5.9","1","0.6","0.79","-0.1","-0.21","0.1","0.03"
"75","RoboRaiders","21.4","5.9","16.8","1.7","10","4.2","8.6","0.8","5.1","0.3","2.9","0.44","1.8","0.39","-0.1","0.3"
"8410","Oyster River Overdrive 8410","21.4","6.1","17.6","1","6.2","5.1","12.8","1.6","4.4","1.4","2.5","0.39","1.4","0.16","0.3","0.28"
"9576","Loretto Lightning","21.4","6.9","18.4","1.2","7.4","5.7","12.5","1.6","5.3","0.9","1.5","0.69","0.5","-0.01","0.2","0.03"
"7058","StrathDroids","21.4","6","17.8","1.4","8.3","4.6","10.9","0.8","5.2","0.8","2.3","0.1","2.2","0","-0.1","0.02"
"8032","Redshift","21.4","5.9","17.7","1.1","6.4","4.8","12.2","1.6","4.4","1.4","2.9","0.18","2","0.15","0.4","0.11"
"3065","Jatt High School","21.4","7","19.1","1.3","7.9","5.7","12.5","1.5","5.5","0.9","1","0.46","1","0.01","-0.5","-0.01"
"3461","Operation PEACCE Robotics","21.4","7","19.1","1.2","7.3","5.8","13.3","1.5","5.5","1.1","0.7","0.64","0.3","-0.11","0","-0.09"
"1880","Warriors of East Harlem","21.4","6.8","19.7","1","5.8","5.7","14.5","1.9","4.9","1.7","1.1","0.67","0.4","0.03","-0.1","0.02"
"3284","Camdenton  LASER 3284","21.4","7","19.6","1","6.7","6","14.5","3.4","3.6","2","0.1","0.39","0.1","-0.21","0","-0.12"
"9271","Cyber Porpoises","21.4","6.3","17.5","0.8","5.5","5.5","13.5","2.2","4.1","1.6","2.4","-0.08","2.3","-0.04","0.1","0.17"
"246","Lobstah Bots","21.3","7.4","19.9","1.5","8.4","5.9","12.5","1.1","6.3","0.6","0.5","0.57","0","-0.08","-0.1","0.12"
"1360","Orbit Robotics","21.3","6.7","18.7","1","6.3","5.7","13.8","1.8","4.8","1.4","1.2","0.59","0.6","0.04","0","-0.05"
"6574","Ferradermis","21.3","5.6","17.5","1","7","4.6","12.4","2.4","3.3","1.8","2","0.53","1.3","-0.01","0.1","0.05"
"5577","Kinematic Wolves","21.3","5.6","17.2","1.1","7.3","4.6","11.8","2.4","3.2","1.7","2.1","-0.12","2.1","0.25","-0.1","0.02"
"6985","ENKA TECH.","21.3","5.6","15.9","1.1","6.8","4.5","10.6","1.2","4.4","0.9","3.9","0.29","2.3","0","1.3","0.02"
"5987","Galaxia in memory of David ...","21.3","6","17.4","1","6.7","5","12.8","1.8","4.2","1.5","1.8","0.71","0.5","-0.02","0.6","0.02"
"1942","Cinderella Tel-Nof","21.2","7","17.9","0.7","4.8","6.3","14.6","1.1","6","1","1.8","0.72","0.8","0.01","0.3","0.01"
"188","Blizzard","21.2","6","19.1","1","6.5","5","14","1.4","4.6","1.8","0.7","0.51","0.3","-0.03","-0.1","0.03"
"2502","Talon Robotics","21.2","6.7","17.7","1.2","7.2","5.4","11.6","1.8","4.9","0.8","2.5","0.31","1.6","0.26","0.1","0.23"
"6570","Whiteford Bobcats","21.2","7.1","17.6","0.8","5","6.4","13.8","2","5.1","1","2.4","0.51","1.4","0.26","0.2","-0.02"
"2855","BEASTBOT","21.2","6.2","18.8","1.5","8.5","4.7","11.4","2.6","3.6","1.5","1.2","0.53","0.8","-0.07","0","-0.03"
"5924","Golden Gate Robotics","21.2","5.9","19.1","1.4","8.7","4.5","12","2.2","3.7","1.7","0.5","0.74","-0.5","-0.04","0.2","0.06"
"2096","RoboActive","21.2","5.8","18.4","1.1","6.7","4.7","13","2.1","3.7","1.9","1.5","0.55","0.6","-0.12","0.4","0.06"
"5660","Symmetrical Chaos","21.2","6.7","18.8","1.2","7.1","5.5","12.9","2.1","4.7","1.3","1.2","0.57","0.7","-0.01","0","-0.04"
"8267","Riptide Robotics 8267","21.2","6","19.2","1.2","7","4.8","13.2","2.5","3.6","2","0.9","0.78","0.3","0.1","-0.2","-0.01"
"1648","G3 Robotics","21.1","6.5","17.8","1.3","7.6","5.3","11.6","0.9","5.6","0.7","2","0.25","1.6","0.32","-0.1","0.01"
"2486","CocoNuts","21.1","6.4","18.5","0.9","6.3","5.5","14","2.1","4.3","1.7","0.8","0.54","0.5","-0.07","-0.2","0"
"2377","C Company","21.1","5.2","14.7","1.2","7.3","4","9.1","2","3.2","1","4.7","0.09","2.7","-0.12","2","0.04"
"4192","Jaguar Robotics","21.1","5.7","18.8","1.7","9.3","4","10.4","1.5","4.2","1.3","1.5","0.48","1.1","-0.07","-0.1","0.09"
"3147","Munster Horsepower","21.1","6.2","17.1","1.6","9.3","4.7","9.4","1.4","4.8","0.5","2.4","0.34","2","0.25","-0.3","0.02"
"3939","Botetourt 4-H Robotics","21.1","6.5","17.5","1.5","9.2","5","9.8","0.9","5.6","0.2","2.1","0.2","1.3","0.11","0.5","0.07"
"151","Tough Techs","21.1","6.8","18.5","1.3","8.1","5.5","12.2","1.7","5.1","0.9","0.8","0.35","0.1","0.02","0.3","0.06"
"3618","Petoskey Paladins","21.1","6.1","17","1.5","8.9","4.6","9.3","1.4","4.6","0.6","2.9","0.09","2.5","0.33","-0.1","0.12"
