"num","team","total_points","total_notes","total_note_points","auto_notes","auto_points","teleop_notes","teleop_points","amp_notes","speaker_notes","amplified_notes","endgame_points","endgame_park_points","endgame_on_stage_points","endgame_harmony_points","endgame_trap_points","endgame_spotlight_points"
"7255","Mechanical Mettle","6.5","3","6","0.3","2.2","2.7","4.3","1.4","1.6","0.1","0","0.19","-0.2","-0.03","0","0.01"
"8512","Manzano Monarchs","6.5","2.3","4.4","0.4","3.6","1.9","2.4","1.5","0.8","0","0.5","0.94","-0.3","-0.08","0","-0.06"
"9053","Prepa Tecmilenio - Iron Hawks","6.5","1.6","3.9","0.3","3","1.3","2.5","0","1.6","0","1","0.7","0.3","0","0","-0.03"
"9661","Huskie STEAM","6.5","1.8","4.7","0.3","2.9","1.5","3.2","0.5","1.3","0.2","0.4","0.18","0.4","-0.03","0","-0.06"
"5532","The Panther Bots","6.5","2.1","6","0.5","2.8","1.6","3.4","0.4","1.7","0.2","0.2","0.44","-0.1","-0.06","0","-0.03"
"9471","EF Academy","6.5","1.5","5.1","0.8","5.6","0.7","1","0.1","1.4","-0.1","-0.1","0.58","-0.3","-0.04","-0.3","-0.05"
"1585","Scitobor Robotics","6.5","1.8","5","0.2","1.8","1.5","4","0.7","1","0.5","0.6","0.44","-0.1","-0.05","0.3","0.04"
"6044","Circuit Breakers","6.5","1.8","4.6","0.3","2.4","1.5","3","0.8","1","0.3","1.1","0.5","0.5","0.14","0","-0.02"
"9724","TBD","6.5","1.5","4.6","0.4","3.4","1.2","2.8","0.1","1.4","0.2","0.3","0.68","-0.4","0","0","-0.03"
"2950","Devastators","6.4","2.5","4","0.1","2","2.4","3.3","1.8","0.7","0.1","1.1","0.87","0.2","0","0.1","0.02"
"5235","Gears of Fortune","6.4","2.4","4.8","0.2","1.3","2.3","3.8","0.6","1.9","0","1.3","0.59","0.8","0","0","-0.05"
"7729","RAMs","6.4","2.2","5.2","0.1","1.4","2.1","4.7","-0.1","2.3","0.2","0.3","0.46","0","-0.02","-0.1","0.09"
"7418","Channelview TechnoFalcons","6.4","1.7","3.8","0.1","2.3","1.6","3.3","1.1","0.7","0.4","0.9","0.64","0.2","-0.01","0","-0.01"
"1247","Blood, Sweat, and Gears","6.4","1.7","4.7","0.7","4.4","1","1.3","0","1.7","-0.2","0.8","0.66","0","-0.06","0.1","-0.03"
"8815","Barnstormers","6.4","1.4","4","0.3","2.6","1.1","2.7","0.1","1.4","0.1","1.1","0.92","0","0","0.1","0.05"
"9422","Team Forza","6.4","2.1","4.4","0.2","2","1.9","3.5","0.7","1.4","0.1","0.9","0.5","0.4","0","0","0"
"5491","Hard Reset","6.4","2","4.6","0.4","3.8","1.6","2.4","0.6","1.4","0","0.2","0.95","-0.6","-0.13","0","-0.08"
"9645","POC","6.4","1.8","4.3","0.1","1.7","1.7","3.8","0.7","1.2","0.4","0.9","0.3","0.7","0.1","-0.1","-0.03"
"7228","Tigers","6.4","1.9","5.5","0.5","3","1.4","2.9","0.5","1.4","0.2","0.5","0.29","0.2","-0.01","0","0"
"9646","The Marinators","6.4","2","3.6","0.2","1.9","1.8","2.8","0.4","1.6","-0.1","1.7","0.42","1.2","0.09","-0.1","0"
"4961","Shock and Awe-sum","6.4","2","4.2","0.4","2.6","1.6","2.4","0.6","1.4","-0.1","1.4","0.33","0.8","0","0.1","0.13"
"9457","X Studio","6.4","2.2","4.8","0.3","2.5","1.9","3.3","0.3","1.9","-0.1","0.5","0.63","-0.1","0","0","0.04"
"5929","Raider Robotics","6.4","2","3.3","0.2","2.6","1.8","2.6","1.4","0.6","0.1","1.2","0.75","0.4","0.12","-0.2","0.11"
"9076","Villaciraptors","6.4","1.9","3.9","0.1","2.2","1.8","3.3","0.2","1.7","0","0.9","0.81","0.1","-0.01","0","0"
"6764","Flash Drives","6.4","1.9","5.1","0.4","2.7","1.5","3.1","0.3","1.6","0.1","0.5","0.57","0.2","-0.02","-0.3","-0.02"
"9601","BageTech","6.4","1.2","4.7","0.7","3.9","0.5","1.4","0.2","0.9","0.2","1.1","0.63","0.4","0","0","-0.02"
"4701","Warriors (Team W.I.R.E.)","6.3","2","4","0.2","2.5","1.8","3","1.1","0.8","0.2","0.9","0.81","0.4","-0.02","-0.3","0.04"
"6882","Fahrenheit Robotics","6.3","1.7","4.5","0.4","3","1.3","2.7","0.8","0.9","0.3","0.7","0.44","0.3","-0.02","0","0.01"
"7521","ULTIMATE Robotics","6.3","2.7","4.7","0.3","2.3","2.5","3.4","2.1","0.6","0.2","0.6","0.32","0.5","-0.01","-0.1","-0.02"
"3020","SMbld","6.3","2.1","4.5","0.3","1.8","1.8","2.9","1.1","1","0.1","1.6","0.12","1.7","-0.01","-0.3","0.07"
"4286","Imperial Robotics","6.3","1.4","4.2","0.4","3.4","1","2","0.4","1","0.1","0.9","0.97","0.1","0.03","-0.1","-0.05"
"2190","Team Hero","6.3","1.4","3.7","0.3","2.9","1.2","2.5","0.3","1.1","0.2","0.9","0.59","0.2","0","0","0.11"
"5125","Hawks on the Horizon","6.3","2.5","5","0.1","1.3","2.4","4.5","0.7","1.8","0.1","0.5","0.55","0.1","-0.08","-0.2","0.04"
"5908","Spartans","6.3","1.8","4.7","0.1","1.3","1.7","4","0.6","1.2","0.4","0.9","0.57","0.5","-0.03","-0.1","-0.02"
"6068","Delta Overload","6.3","2.4","5.2","0.4","2.8","2.1","3.2","0.8","1.7","0","0.3","0.71","-0.2","-0.09","-0.1","-0.03"
"9668","West Robotics","6.3","2.3","5.4","0.4","2.9","1.9","3.3","1.3","1","0.3","0.2","0.64","-0.3","-0.11","0","0.03"
"6610","Robot Roll Call","6.3","2.1","4.1","0.1","2.1","2","3.4","0.3","1.9","-0.1","0.8","0.63","-0.1","-0.02","0.1","0.15"
"9249","Copper Country Cats","6.3","1.8","3.5","0.1","2.2","1.8","3.2","0","1.8","-0.1","0.9","1.03","0","-0.06","0","-0.05"
"9605","West Wilkes High School","6.3","1.6","5","0.8","4.1","0.8","1.2","0.4","1.2","0","1","0.58","0.4","-0.01","0","0.03"
"9081","Bluetonium","6.3","2.4","5.3","0.1","1.1","2.3","4.8","1.7","0.7","0.6","0.3","0.64","0","0","-0.3","-0.06"
"9655","Shallowater Robotics","6.3","1.8","5.1","0.5","2.9","1.3","2.8","0.8","1","0.3","0.6","0.5","0.1","0.01","-0.1","0.01"
"8861","06ANGORA","6.3","2","4.1","0.2","2.6","1.8","3.1","0.2","1.8","-0.1","0.6","0.55","0.1","0.01","-0.1","0.05"
"9426","Galena CLAWBOTICS","6.3","2","3.7","0.6","4.2","1.4","0.9","0.5","1.4","-0.4","1.2","0.42","0.7","0","0","0.06"
"5265","Radical Impact","6.2","2.1","5.2","0.6","3.7","1.5","2.1","0.1","1.9","-0.2","0.4","0.77","-0.3","-0.09","0","-0.01"
"9614","ROBOSSAUROS","6.2","2.1","4.9","0.1","1.4","2","4.1","0.6","1.5","0.3","0.7","0.31","0.4","0.01","0","-0.02"
"5716","PrepaTec - Keybot","6.2","1.7","4.6","0.3","1.7","1.3","2.9","0.7","1","0.3","1.7","0.55","0.8","0","0.3","0.06"
"7287","Esquimalt Atom Smashers","6.2","2.1","4.7","0.3","2","1.8","3.2","0.8","1.3","0.1","1.1","0.81","0.1","0","0.2","0.04"
"5919","JoCo RoBos","6.2","2.3","5.1","0.3","2","2","3.5","0.5","1.8","0","0.7","0.95","-0.3","0","0","-0.02"
"6822","THE SHISHKABOTS","6.2","2","5.8","0.6","4","1.4","2.7","0.4","1.6","0.1","-0.5","0.46","-0.6","-0.07","-0.3","-0.02"
"8209","SEZMECH","6.2","1.8","4.7","0.5","3.2","1.3","2.4","0.4","1.4","0.1","0.6","0.7","-0.1","-0.01","0","-0.02"
"9589","MCS Innovators","6.2","1.9","4.3","0.3","2.8","1.6","2.7","0.2","1.7","-0.1","0.6","0.62","0","0.05","0","-0.04"
"9665","Vanderbilt Area Schools","6.2","1.8","4.9","0.4","2.4","1.4","2.8","0.4","1.4","0.2","1","1","-0.1","0.01","0","-0.01"
"3204","Steampunk Penguins","6.1","1.8","4.1","0.4","3.3","1.4","2","0.4","1.4","-0.1","0.8","0.63","0.3","-0.02","0","-0.02"
"1011","CRUSH","6.1","2.1","4.5","0.5","3.5","1.6","2","0.8","1.3","-0.1","0.7","0.31","0.3","-0.03","0","0.07"
"453","Rockem Sockem Robotics","6.1","2.1","3.9","0","1.8","2.1","3.7","0.8","1.3","0.1","0.7","0.5","0.1","-0.03","0","0.06"
"9653","O.V.R.T (Ohio Valley Roboti...","6.1","1.6","3.1","0.2","2","1.5","2.3","0.1","1.5","-0.1","1.8","0.27","1.3","0.09","0.1","0.04"
"7221","Viking Robotics","6.1","1.3","2.6","0.2","3.2","1","1.4","0.6","0.7","0","1.5","0.43","0.9","0.12","-0.1","0.1"
"9148","Atlas","6.1","0.9","2.4","0.3","3.7","0.7","0.9","0","0.9","-0.1","1.5","0.91","0.6","-0.05","0","0.04"
"9259","WAATBOTS","6.1","1.7","3.8","0.2","1.6","1.5","2.8","0.2","1.5","0","1.6","0.87","0.6","0.15","0","0.01"
"7534","Dragonflies","6.1","1.9","4.4","0.2","2.4","1.7","3.3","0.1","1.8","0","0.5","0.45","0","-0.03","0","0.06"
"2348","Mechahunes","6.1","2.2","4.1","0.1","1.3","2.1","3.7","0.5","1.7","0","1.1","0.26","0.7","-0.01","0.1","0.03"
"9307","Spicy Chihuahuas","6.1","1.6","3.8","0.3","2.5","1.3","2.4","0.8","0.9","0.2","1.1","0.67","0.2","0.08","0.2","0"
"9025","Mechameleons","6.1","2.8","4.2","0","1.3","2.8","4.2","2.2","0.6","0.3","0.5","0.38","0.1","0","0","0.03"
"2998","VikingBots","6","1.7","4.3","0.4","3","1.3","2.6","0.4","1.3","0.1","0.5","0.6","-0.2","-0.06","0.1","0.06"
"6825","THE STRONGHORNS (FRC6825)","6","2","4.6","0.1","1.3","1.9","4","0.7","1.3","0.3","0.7","0.51","0.4","0","-0.2","-0.01"
"9547","Lotus","6","1.7","4.3","0.4","2.9","1.3","2.4","-0.5","2.1","-0.2","0.7","0.64","-0.1","-0.02","0.2","0"
"9658","Camber","6","1.4","4.3","0.5","3.5","0.9","1.7","0.4","1","0.1","0.8","0.65","0.2","-0.05","0","0.04"
"4643","Butte Built Bots","6","2.3","5.4","0.5","2","1.8","3.3","0.7","1.6","0.1","0.8","0.45","0.2","-0.01","0.1","0.05"
"9778","Horizon","6","1.5","4.6","0.5","3.3","1","2","0.3","1.2","0.1","0.8","0.34","0.5","-0.03","0","-0.05"
"601","BayBots","6","1.3","4.7","0.8","5.4","0.4","0.6","0.1","1.2","-0.1","-0.1","0.42","-0.2","-0.04","-0.2","-0.06"
"7671","Fire Hazard","6","1.6","4.8","0.4","2.9","1.1","2.6","0","1.6","0.1","0.5","0.77","-0.2","-0.04","0","-0.04"
"9490","TAC BEARS","6","1.7","4.2","0.3","2.9","1.5","3","1.2","0.6","0.4","0.1","0.14","-0.1","0","0","-0.01"
"5271","Open Circuits","5.9","1.5","4","0.5","3.6","1","1.7","0.7","0.8","0.1","0.6","0.78","-0.4","-0.05","0.3","0.03"
"9127","Lioneers","5.9","2.6","3.9","0.4","2.6","2.2","2.6","2.5","0.1","0.2","0.8","0.42","0.4","-0.06","0.1","-0.02"
"5642","Mumford Mechanical Mustangs","5.9","1.6","4.1","0.4","3","1.2","2.1","0.5","1.1","0.1","0.9","0.26","0.7","-0.02","0","-0.05"
"6860","Equitum Robotics","5.9","1.9","3.6","0.2","2.5","1.7","2.6","0.8","1.1","0","0.8","0.65","0","-0.01","0.2","-0.02"
"9502","Idigna","5.9","2.2","5.1","0.5","2.8","1.7","2.7","-0.1","2.3","-0.3","0.4","0.41","0","0","0","0"
"8060","Command B","5.9","1.6","3.8","0.2","2","1.4","2.7","0.8","0.8","0.2","1.2","0.37","0.7","0.01","0","0.05"
"9227","Gladwin Flying G's","5.9","1.8","3.8","0.2","2.4","1.6","2.8","0.4","1.4","0","0.8","0.84","-0.2","-0.11","0.3","-0.06"
"9415","Westinghouse FRC","5.9","1.3","3.8","0.5","3.3","0.8","1.3","-0.1","1.4","-0.1","1.3","0.59","0.9","-0.04","-0.2","-0.01"
"9577","Recoil","5.9","2.2","2.7","-0.2","0.7","2.4","3.7","1.8","0.4","0.2","1.5","0.67","0.8","-0.02","0","0.04"
"9074","Roboant","5.8","1.6","3.7","0.2","2.1","1.4","2.8","0.4","1.2","0.1","0.9","0.7","0.3","-0.01","0","-0.02"
"8224","Vanguard Robotics","5.8","1.7","3.2","0","1.5","1.7","3.2","0.4","1.3","0.1","1.2","0.44","0.8","-0.01","0","0.01"
"4568","Robot Commander","5.8","1.8","4.1","0.4","2.3","1.4","2.1","0.1","1.7","-0.2","1.4","0.63","0.2","-0.06","0.5","0.1"
"4622","Academy at the Lakes Wildcats","5.8","1.8","4.4","0.6","3.5","1.2","1.7","0.1","1.7","-0.2","0.7","0.26","0.6","-0.06","-0.1","-0.06"
"7758","MEVOLUTION","5.8","2.1","4.4","0.2","1.8","1.9","3.3","0.3","1.8","-0.1","0.7","0.65","0.1","-0.01","0","0"
"7903","Rochester Prep","5.8","2","4.9","0.4","2.5","1.6","2.8","-0.2","2.3","-0.2","0.5","0.03","0.4","-0.07","0.2","-0.06"
"3532","Piranhas","5.8","1","2.3","0.3","2.6","0.8","1.2","0.8","0.3","0.1","2","0.55","1.2","0.3","0","-0.03"
"5074","RoboMustangs","5.8","1.9","4","0.2","2.9","1.7","3","0.5","1.3","0.1","-0.1","0.52","-0.3","0","-0.3","-0.03"
"8222","The Argonauts","5.8","2.1","5.1","0.8","4.5","1.3","1.3","0.5","1.6","-0.3","0","0.23","0.1","0.02","-0.3","0.03"
"8588","Tech Devils","5.8","1.6","4.1","0.3","2.3","1.3","2.5","-0.4","2","-0.1","1","0.5","0.4","0.05","0","0.09"
"9103","Prepa Tecmilenio THUNDERVOLTS","5.8","2.2","5","0.4","1.6","1.9","3.6","0.8","1.5","0.2","0.7","0.08","0.4","0","0","0.15"
"6869","Gladiateurs","5.7","1.7","3.6","0.3","2.3","1.4","2.4","0.7","1","0.1","1","0.81","0.2","0.13","-0.1","-0.02"
"2225","Rebel Robotics","5.7","1.4","3.4","0.4","3","1","1.4","0.9","0.6","0.1","1.4","0.53","1.1","-0.08","-0.1","-0.05"
"5019","Gearbox Heroes","5.7","2.2","4.2","0.3","1.7","1.9","2.9","0.4","1.8","-0.2","1.2","0.51","0.7","0.06","0","-0.03"
"7748","TECHTOLIA ROBOTICS","5.7","2","5.2","0.9","5","1.2","1","1.1","0.9","-0.1","-0.2","0.58","-0.4","-0.09","-0.3","-0.05"
"9516","Davis HS/Falcon Furious","5.7","1.7","4.2","0.3","2","1.5","2.9","0.4","1.4","0.1","0.9","0.64","0","0","0.3","-0.02"
"8339","Penticton Robotics","5.7","1","2.7","0.2","2.5","0.9","2","0.3","0.7","0.2","1.3","0.62","0.5","0","0.1","0.03"
"97","Bionic Beef","5.7","1.4","2.9","0.3","2.9","1.1","1.4","0.5","0.9","-0.1","1.5","0.3","1.1","-0.06","0.1","0.07"
"5310","Mecha Ravens","5.7","1.8","4","0.2","2.4","1.6","2.7","0.3","1.6","0","0.5","0.77","0","0.04","-0.3","0"
"5457","Falcobots","5.7","1.7","3.9","0.4","2.9","1.3","2.1","1.1","0.6","0.2","0.7","0.46","0.3","0","0","-0.04"
"8070","CyberGriffins","5.7","1.7","4.4","0.3","2.4","1.4","2.7","0.5","1.2","0.2","0.5","0.45","0.1","0","0","0"
"9582","HHS NASA Snaggbotics","5.7","2","4.9","0.1","0.7","1.9","4.4","0.5","1.5","0.4","0.6","0.39","0.2","0","0","0.03"
"5408","KENNEDY KINETIX","5.6","2.2","4.7","0.3","1.5","2","3.4","0.6","1.6","0","0.8","0.76","0","-0.02","0.1","0.02"
"6643","Walden Robotics","5.6","1.9","4.7","0.9","4.7","1","0.3","0.9","0.9","-0.2","0.7","0.73","0","-0.05","0","-0.03"
"7796","Breaker Robotics","5.6","1","2.8","0.4","3.7","0.7","1.1","0.2","0.8","0","0.9","0.84","0.2","-0.02","-0.1","0.01"
"7321","Águila Robótica","5.6","1.5","4.4","0.6","3.8","0.9","1.2","-0.2","1.8","-0.3","0.7","0.5","0.2","0.02","-0.1","0.02"
"9711","TCA Robotics","5.6","0.8","3.2","0.3","3.1","0.6","1.9","0","0.8","0.3","0.6","0.69","0","-0.05","0","-0.04"
"1994","Quixote","5.6","1.9","4.1","0.2","1.7","1.7","3","0.4","1.5","0","0.9","0.81","0","-0.04","0.2","-0.03"
"6230","Team Koi","5.6","1.9","4.8","0.4","2.6","1.5","2.7","1","0.8","0.3","0.3","0.42","-0.1","-0.03","0.1","-0.05"
"9252","Wingspan","5.6","1.7","3.6","0.1","2.2","1.6","3","0.6","1.1","0.1","0.5","0.8","-0.2","0","-0.1","-0.06"
"6922","Apache Genesis","5.6","1.9","5.2","0.5","2.9","1.3","2.4","0.6","1.3","0.1","0.2","0.57","-0.3","-0.01","0","-0.03"
"8263","Robin","5.6","2","4.2","0.4","2.8","1.7","2.3","0.5","1.5","-0.2","0.4","0.7","-0.2","-0.04","0","-0.01"
"9002","RoboFalcons - Foothill High...","5.6","1.2","4.6","0.7","3.7","0.5","1.3","0.9","0.3","0.4","0.7","0.35","0.6","-0.04","-0.2","0.04"
"4735","Tecmilenio - DEROF - Peñoles","5.6","2","4.3","0.2","1.7","1.8","3.3","1.1","0.9","0.3","0.6","0.68","-0.1","-0.12","0.2","-0.06"
"4565","Skyline Robotics","5.6","1.3","2.4","0.2","2.3","1.2","1.6","0.1","1.2","-0.2","1.6","0.46","1.2","0.15","-0.1","0.01"
"5123","Mechadogs","5.6","1.8","3.1","-0.2","0.4","2","4.3","0.6","1.2","0.3","1","0.58","0.3","0","0.1","0.04"
"2912","Panther Robotics","5.6","2.2","4.4","0.4","2.3","1.8","2.3","0.8","1.4","-0.1","1","0.12","0.7","-0.04","0.1","0.04"
"7814","RV Gearheads","5.5","1.3","2.2","0","2.2","1.3","2","0.2","1.1","-0.1","1.4","0.61","0.6","0.07","0","0.08"
"9503","Laurel High School","5.5","1.3","3.8","0.4","3.5","1","1.8","0.1","1.2","0","0.2","0.97","-0.7","-0.01","0","-0.03"
"9685","Astro Pandas","5.5","1.4","3.8","0.4","2.9","1","1.6","0.2","1.2","-0.1","1","0.75","0.1","0.11","0.1","0"
"3527","PrepaTec - Balam Esmeralda","5.5","2.3","4.5","0","0.7","2.3","4.4","-0.2","2.5","-0.1","0.5","0.45","0.2","-0.01","-0.1","-0.05"
"8704","LCMR","5.5","2","4.9","0.5","3.2","1.5","2.3","0.1","1.9","-0.2","0","0.61","-0.4","-0.1","-0.1","0"
"6533","BeaverTech","5.5","1.6","3.7","0.2","2.7","1.3","2.5","0.6","1","0.1","0.4","0.64","-0.2","-0.03","0","-0.01"
"7271","Hangar 84","5.5","1.1","3.4","0.5","3.7","0.7","1","0.1","1","-0.1","0.8","0.51","0.2","0.09","0","-0.02"
"5619","RoboJags","5.5","1.6","3.3","0.3","2.4","1.3","2","0.4","1.1","-0.1","1.2","0.83","0.3","-0.02","0","0"
"9713","The Martins","5.5","1","3.4","0.6","4.3","0.4","0.4","0.5","0.5","0","0.8","0.87","0","0.01","0","0.02"
"6833","Phoenix Robotics","5.5","1.6","3.4","0.2","1.8","1.4","2.3","0.7","0.9","0.1","1.4","0.36","1.1","-0.01","-0.1","0.05"
"9730","Metal Maniacs","5.5","1.2","4","0.7","4","0.6","0.6","-0.1","1.3","-0.2","0.9","0.53","0.4","0","0","0.03"
"9734","Jasper County Robotics","5.5","2.5","4.7","0.1","0.8","2.3","4.1","0.5","2","0","0.6","0.72","0","-0.04","0","-0.06"
"3743","Eagle Bots","5.5","1.3","4.3","0.7","4.1","0.6","0.9","-0.2","1.5","-0.2","0.4","0.55","-0.2","-0.01","0.1","0.02"
"9629","Hibana Technology","5.5","1.5","3.5","0.3","2.1","1.2","2.1","0.7","0.8","0.1","1.3","0.57","0.6","-0.07","0.1","0.1"
"6463","Robotic Rams","5.5","1.9","4.3","0.2","1.6","1.7","3.3","0.5","1.4","0.2","0.6","0.87","-0.1","-0.04","-0.1","-0.05"
"9172","Robo-Sharks","5.5","1.8","4.1","0.4","3.3","1.4","2.2","0.6","1.3","0","0","0.01","0.1","0.01","-0.1","-0.02"
"9209","Fantastic Falcons","5.5","1.5","5.1","0.6","3.6","0.9","2","-0.2","1.7","0","-0.1","0.92","-0.6","-0.11","-0.4","-0.01"
"5467","RoboTractors","5.5","1.6","4.6","0.5","3.1","1.1","2.1","0.3","1.3","0.1","0.3","0.26","0","-0.02","0","-0.01"
"9762","Chatham Charter School","5.4","1.3","4.3","0.6","3","0.7","1.5","-0.2","1.5","-0.1","0.9","0.66","0.3","0","0","-0.01"
"3890","Breaking Away","5.4","2","3.6","0.1","1.5","2","3.1","0.8","1.2","0","0.8","0.55","0.3","-0.08","0","0.07"
"6606","Prepa Tecmilenio Pink Hawks...","5.4","2","3.5","0.3","1.9","1.8","2.2","1","1.1","-0.1","1.3","0.46","1","0.01","-0.1","0.05"
"7813","New Haven Rockets Robotics","5.4","1.4","3.6","0.3","1.9","1.1","2.2","0.5","0.9","0.1","1.3","0.76","0.5","0.09","-0.1","0.02"
"7833","FALCONS","5.4","1.7","4.1","0.3","2.7","1.4","2.4","-0.1","1.8","-0.1","0.3","0.28","0.1","-0.01","-0.1","0.03"
"9043","Valkyrie","5.4","1.3","4.2","0.8","4.4","0.5","0.5","-0.1","1.4","-0.2","0.5","0.38","0.1","0.04","0","-0.01"
"6686","Bionic Broncos","5.4","1.7","4.7","0.1","0.9","1.5","4","0.5","1.1","0.5","0.4","0.51","-0.3","-0.03","0.2","-0.02"
"7688","Creekside Robotics","5.4","1.2","3","0.2","2.2","1","2.1","0.7","0.5","0.3","1","0.81","0.2","-0.01","0","0.05"
"6711","Millennial Falcons","5.4","2.1","5","0.3","2.2","1.8","3.4","0.8","1.3","0.2","-0.2","0.03","-0.4","-0.06","0.3","-0.08"
"7759","Bulldog Bytes","5.4","1.9","3.3","-0.1","1","2","3.6","0.5","1.5","0","0.7","0.78","0","0","0","0"
"9664","Boogie Bots","5.4","1.7","3.6","0","1.4","1.7","3.5","0.6","1.2","0.2","0.5","0.53","0","0","0","-0.05"
"8514","Junior Squirrels","5.4","1.2","3.7","0.4","3.2","0.8","1.6","0.7","0.5","0.2","0.6","0.82","-0.2","-0.05","0","0.03"
"1266","The Devil Duckies","5.3","1.9","3.7","0.1","1.6","1.8","3.1","0.6","1.3","0","0.6","0.97","-0.2","-0.02","0","-0.08"
"6096","UPSM Cobras","5.3","1.4","3.3","0.4","3.2","0.9","1.1","0.1","1.3","-0.2","1.1","0.79","0.4","-0.03","0","-0.04"
"6106","PrepaTec - TecGear","5.3","1.8","4.2","0.3","1.8","1.6","2.9","-0.1","1.9","-0.1","0.7","0.08","0.6","0","0","0.06"
"9649","Mulgrave Robotics","5.3","1.6","2.7","0","2","1.6","2.7","0.1","1.5","-0.1","0.6","0.94","-0.2","-0.02","-0.1","-0.02"
"7516","Louisville Centrons","5.3","1.6","3.2","0.3","2.8","1.3","1.6","0.6","1","-0.1","0.9","0.77","0.2","-0.02","0","0"
"34","Rockets","5.3","2","3.4","0.1","2.4","1.9","2.9","0.9","1.2","0","0","0.05","-0.3","-0.12","0.4","-0.03"
"5096","The Teutonic Force","5.3","1.6","5","0.5","2.7","1.1","2.3","0.9","0.8","0.3","0.4","0.51","-0.1","-0.05","0","0.03"
"8714","Robo Griffins'","5.3","1.7","3.8","0.6","3.3","1.1","0.7","0.4","1.3","-0.3","1.3","0.66","0.5","-0.06","0.2","0"
"9517","Eisenhower HS/Gryphon Technik","5.3","1.8","4","0.2","1.5","1.6","3","0","1.8","-0.1","0.8","0.4","0.6","-0.01","-0.2","-0.02"
"3507","Ubotics","5.3","1.7","4","0.3","2.5","1.4","2.4","-0.2","1.9","-0.2","0.4","0.94","-0.4","-0.04","-0.1","-0.03"
"5648","FRC Team #5648 Melbourne Ro...","5.3","1.2","3.7","0.5","3.3","0.7","1.2","0.1","1.1","0","0.9","0.46","0.7","-0.01","-0.3","-0.01"
"4854","Trobots","5.3","1.5","4","0.3","1.5","1.3","2.7","0.3","1.3","0.2","1.1","0.62","0.5","-0.07","0","0.01"
"9198","The Beach Botz","5.3","1.9","4.4","0.3","1.6","1.6","2.9","0.2","1.7","0","0.8","0.61","0.2","0","0","0.02"
"4191","IMC","5.3","1.7","4.4","0.5","3.2","1.2","1.7","0.1","1.6","-0.2","0.4","0.31","-0.1","-0.01","0.2","-0.02"
"5583","SistamatiK","5.3","1.4","3","0.2","2.5","1.2","2.1","0.9","0.5","0.2","0.8","0.35","0.2","-0.01","0.2","-0.02"
"8173","Brighton College Gear Zero","5.3","1.8","5.4","0.7","3.9","1","1.7","0.9","0.8","0.2","-0.4","0.07","-0.2","0","-0.2","-0.02"
"9620","Eltynien","5.3","1.8","3.9","0","0.6","1.9","4","-0.1","2","0","0.7","0.69","0","0.01","0","-0.02"
"7401","DevTech117","5.3","1.4","3.5","0.5","3.6","0.9","0.9","-0.2","1.6","-0.4","0.8","0.58","0.2","-0.02","0","-0.02"
"5702","Robotowatomi","5.3","1.6","3.9","0.3","2.3","1.2","2.2","0.1","1.5","-0.1","0.8","0.4","0.3","0.04","0","0.12"
"9309","Eleanor McMain","5.3","1.6","3.9","0.4","2.4","1.3","2.2","1","0.7","0.2","0.7","0.7","0","-0.06","0.1","-0.07"
"4166","Robostang","5.3","1.2","3.4","0.2","1.7","1.1","2.5","-0.3","1.5","0","1","0.51","0.6","-0.06","-0.1","0.12"
"9472","K2C Robotics","5.2","1.6","4","0.5","3","1.2","1.6","0.4","1.3","-0.1","0.7","0.42","0.4","-0.02","-0.2","0.08"
"3821","Pirabots","5.2","2","3.7","0.4","3.1","1.6","1.7","1","0.9","-0.1","0.4","0.83","-0.3","-0.01","0","-0.07"
"8075","CyberTigers","5.2","2","4.8","0.3","2","1.7","3.2","0.7","1.2","0.2","0","0.21","0","-0.05","-0.2","-0.03"
"6188","Sting Robotics","5.2","2.2","2.7","0.2","2.8","2","1.8","2.2","-0.1","0","0.6","0.99","-0.4","0","0","0.02"
"6832","STEAMex","5.2","1.3","2.5","0.1","2.1","1.2","2","0.7","0.6","0.1","1.2","0.63","0.6","0","0","-0.02"
"8174","BityBots 8174","5.2","2","4.1","0.4","2.5","1.5","2.1","0.2","1.8","-0.3","0.6","1.01","-0.4","-0.07","0","-0.02"
"4579","RoboEagles","5.2","2","3.1","0.2","2.6","1.8","1.9","0.7","1.3","-0.3","0.7","0.69","0.1","0.09","-0.1","-0.07"
"3976","Electric Hornets","5.2","1.4","3.9","0.4","2.7","1","1.9","0.1","1.4","0","0.5","0.57","-0.1","0.05","0.1","-0.05"
"9453","#MSD Mount Vernon Wildcats","5.2","1.4","3.6","0.4","3","1.1","2","-0.1","1.5","-0.1","0.2","0.7","-0.4","0","-0.1","0.02"
"4632","Monti-Pythons","5.2","2","3.9","0","1.3","2","3.9","1.4","0.6","0.4","-0.1","0.67","-0.7","-0.06","0","0"
"6411","Gravediggers","5.2","1.3","3.1","0.3","2.1","1","1.4","-0.1","1.4","-0.2","1.6","0.48","0.9","0","-0.1","0.27"
"9073","Skol Robotics","5.2","2.2","3.9","0","0.9","2.2","3.9","1.8","0.5","0.4","0.3","0.49","-0.3","0","0.1","0.01"
"9610","Blue Ivy","5.2","1.2","3","0.3","2.5","1","1.6","0.1","1.1","-0.1","1","0.82","0.2","0","0","-0.01"
"9650","Mio-Ausable Thunderbots","5.2","1.5","3.5","0.1","1.4","1.5","3.2","0","1.5","0.1","0.5","0.87","-0.2","-0.09","0","-0.02"
