6,OHCI,48,117,128,144,325,379,451,554,677,695,930,1014,1038,1317,2783,2856,3138,3201,3324,3484,3492,3504,3777,3814,3954,4027,4028,4050,4085,4121,4145,4269,4467,4611,5492,5667,5811,6032,6181,6834,6936,6964,7165,7460,7515,7516,8140,8145,8222,8243,9075,9097,10023,10094,,,,,,,,,,,
4,ALHU,34,79,233,364,538,547,801,1369,1710,1902,2393,2438,2481,2973,3139,3140,3201,3824,3843,3959,3966,3984,4020,4265,4306,5005,5045,5410,5800,6107,6302,6936,7072,7111,7428,7525,7565,7567,8772,8773,9067,9435,9590,9702,10062,10091,10166,10184,,,,,,,,,,,,,,,,,
5,LAKE,59,179,180,379,1421,1818,1912,1927,2080,2183,2190,2221,2383,2638,2641,2992,3039,3606,3616,3753,3959,4087,4107,4336,4531,5410,5472,5785,5863,5872,5965,5971,6055,7094,7288,7483,8044,8067,8808,9153,9309,9405,9456,9660,9699,9708,9717,9761,9768,10005,10062,10085,10168,10182,,,,,,,,,,,
1,MNMI,1816,2052,2129,2169,2175,2181,2207,2220,2264,2470,2472,2491,2498,2501,2502,2511,2531,2549,2861,2879,2987,3018,3026,3038,3082,3100,3184,3202,3206,3610,3630,3691,3751,3883,3891,4277,4511,4536,4624,4663,4664,4693,5271,5275,5278,5434,5464,5541,6147,6749,7019,7028,7038,7068,7273,7530,7541,7849,7850,8234,8516,8787,9149,9157,
3,MOLS,937,1288,1723,1730,1763,1764,1769,1775,1785,1825,1827,1847,1939,1986,1987,2001,2345,2357,2457,2560,2718,3061,4009,4455,4593,4766,4959,5013,5098,5126,5141,5268,5801,5809,5918,6843,6907,7531,8825,9410,10116,10121,,,,,,,,,,,,,,,,,,,,,,,
2,OKOK,31,662,1209,1410,1561,1619,1723,1819,1987,2036,2083,2165,2333,2341,2352,2359,2373,2395,2718,2773,2945,2996,3160,3247,3465,3478,3507,3660,3931,4005,4256,4293,4499,4500,4523,4603,5550,5863,6026,6424,6809,7033,7464,7744,8086,8711,9007,9401,9440,9462,9472,9495,10112,10186,,,,,,,,,,,
6,WILC,171,525,537,1091,1259,1306,1481,1714,2143,2450,2506,2530,2574,2704,2823,2847,2977,3082,3090,3130,3197,3275,3407,3454,3723,3848,3926,4011,4021,4054,4215,4225,4229,4859,5019,5339,5576,5586,5826,5903,5914,6166,6217,6758,7021,7103,8024,8744,8782,8803,9535,9676,10025,10038,10108,,,,,,,,,,
6,CAAV,294,399,599,687,691,1148,1538,2584,2658,2840,3473,3669,4014,4079,4123,4160,4414,4415,4619,5012,5049,5137,5458,5857,5869,6060,6072,6083,6657,6704,6995,7327,7570,7607,7632,8060,9125,9538,9666,10069,10077,10205,,,,,,,,,,,,,,,,,,,,,,,
2,HIHO,359,368,1056,2090,2348,2438,2441,2443,2445,2465,2477,2853,2896,3008,3721,3880,3881,3882,4253,4270,6083,6191,6704,6909,6947,6998,7130,7497,7551,7589,7632,7636,7645,7673,7709,7724,8169,8503,8569,8584,8595,8615,8725,8790,8805,8806,8853,8871,9012,9019,9126,9427,9494,9498,9501,9564,9629,9645,10006,10075,10077,10169,10202,10205,
2,NYNY,287,296,329,333,334,335,354,358,369,395,694,743,806,871,884,1155,1601,1880,2265,2344,2601,2869,3004,3419,3760,3950,4012,4299,4571,5123,5298,5421,5736,5806,6401,6463,6590,6648,6873,6880,7036,7272,7522,7668,7730,7759,8739,9016,9295,9437,9509,9636,9642,10207,,,,,,,,,,,
2,MNSC,2177,2227,2239,2500,2503,2508,2509,2513,2518,2526,2538,2574,2606,2667,2846,2855,3007,3023,3042,3058,3102,3122,3212,3276,3291,3293,3294,3297,3298,3300,3313,3740,3755,3871,4166,4174,4198,4207,4226,4229,4238,4239,4480,4607,4703,4728,4741,4778,5348,5638,6045,6132,6146,6175,6628,6709,7257,7677,7858,8298,8878,9576,9745,10045,
6,CABE,114,199,254,649,701,841,852,972,973,1280,1662,1700,2141,2204,2288,2551,2643,3045,3256,4159,4186,4255,4270,4669,4765,4973,5171,5274,5419,5430,5507,5728,5924,5940,6017,6238,6418,6560,6662,6814,6884,6918,6981,7137,7245,7401,7419,7667,7686,7709,8016,8033,8045,8048,8404,8793,8852,9038,9111,9470,9634,9781,10148,,
5,CAAT,8,192,766,971,973,1160,1165,1323,1351,1388,1868,1967,2035,2220,2429,3132,3309,3501,3512,3863,3970,4010,4255,4322,4501,5124,5869,6305,6479,6508,6665,6934,6962,6981,7157,7589,8521,8768,9400,10060,10129,10210,,,,,,,,,,,,,,,,,,,,,,,
5,TUIS5,3390,3646,4972,5553,5655,5665,5773,6014,6232,6402,6838,6988,6989,7086,7444,7465,7683,7742,7748,8042,8058,8070,8151,8158,8159,8173,8220,8261,8264,8561,8800,8806,8861,9021,9024,9026,9028,9074,9077,9102,9159,9174,9409,9490,9497,9545,9555,9601,9625,9647,9690,10020,10021,10048,10056,10063,10088,10098,10101,10126,10156,10173,10201,10216,
2,VAASH,404,539,617,619,1522,1599,1629,1676,1731,1895,2068,2199,2421,2998,3136,3361,3373,3939,4456,4472,4638,5115,5954,6802,6882,7770,8326,8590,9003,9709,10058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,VABLA,339,346,401,404,449,977,1086,1262,1610,1793,1885,1895,2028,2106,2363,3359,3361,3939,4505,5587,5724,6189,6194,6802,6863,8230,9003,9033,9403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,VAPOR,122,141,316,422,540,611,612,623,836,1610,1793,1908,1915,2028,2363,2890,2912,2988,3136,3314,3359,4286,4541,5243,5549,5804,8622,9235,10058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MDSEV,102,116,614,686,888,1111,1418,1446,1719,1727,1908,2377,2537,2849,2914,3748,3793,4464,4541,4575,5338,5830,5841,6213,6326,7886,8514,8622,8726,9072,9235,10057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,VAGLE,122,401,404,422,539,540,617,619,888,977,1086,1262,1522,1599,2106,2180,2534,2890,2998,3494,4286,4505,5724,5804,5954,6189,6194,6882,9709,10057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MDOWI,223,620,686,836,888,1111,1389,1719,1727,2186,2199,2377,2534,2537,2849,2900,3748,3793,4099,4464,4505,4541,4821,5243,5338,5830,5841,6213,6326,6863,7770,7886,8514,8592,8726,9072,10057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,VAFAL,116,339,346,449,611,612,614,620,623,836,1389,1418,1446,1629,1731,1885,1915,2068,2186,2421,2900,2912,2914,2988,3373,4099,4456,4472,4638,4821,5115,5243,5549,5587,8230,8326,8590,8592,9033,9403,,,,,,,,,,,,,,,,,,,,,,,,,
6,CHCMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MIKE1,1,217,245,314,894,1506,2145,2337,2604,2619,3534,3568,3707,4994,5114,5150,5166,5235,5260,5555,5612,5926,6091,6610,7289,7762,8623,8767,9207,9237,9238,9251,9572,9650,9697,9757,10046,10053,10054,10149,,,,,,,,,,,,,,,,,,,,,,,,,
5,MIHIG,27,67,107,308,469,494,1189,1322,2224,2611,3098,3536,3641,3707,3773,4362,4776,4961,5053,5114,5144,5533,5559,5577,6152,7178,7211,7220,7225,7553,7598,7656,8124,8423,8517,9210,9455,9703,9765,10054,,,,,,,,,,,,,,,,,,,,,,,,,
1,MIBAT,141,2767,3357,3658,4327,4381,4422,4453,5152,5227,5248,5501,5623,5675,6002,7203,7256,7658,7811,8126,8608,9183,9203,9215,9239,9312,9542,9638,9672,9703,9743,9753,9759,10011,10012,10019,10154,10165,10190,10198,,,,,,,,,,,,,,,,,,,,,,,,,
2,MIBER,135,1502,2959,3098,3452,4237,4325,4337,4362,4956,4983,5053,5056,5182,5216,5231,5462,5535,5982,6099,6538,6588,6591,7769,7809,7810,7814,8612,9182,9208,9239,9549,9735,9754,9758,10012,10067,10099,10160,10217,,,,,,,,,,,,,,,,,,,,,,,,,
3,MIBRO,314,830,1528,1684,2611,2832,3322,3773,4216,4568,4776,5144,5205,5530,5559,5675,5676,6081,6150,6556,6570,7197,7221,7501,7656,7658,8124,8300,8373,8608,8895,9183,9209,9210,9312,9765,10011,10154,10198,10211,,,,,,,,,,,,,,,,,,,,,,,,,
4,MIBEL,33,51,66,123,240,1076,1250,1502,1528,2137,2620,3414,4395,4405,4737,5263,5567,5756,5907,6101,6120,6538,6570,6615,6861,7211,7220,7660,8032,8297,8427,8519,8832,9148,9182,9211,9727,9735,9775,10036,,,,,,,,,,,,,,,,,,,,,,,,,
5,MIESC,857,1596,2586,3602,4375,4391,4392,4398,4827,4835,4988,5213,5486,5702,5706,5878,6079,6088,6112,6113,6345,6558,6569,6637,7154,7713,7768,7782,7826,9188,9225,9249,9548,9674,9722,9733,9755,9773,10128,10189,,,,,,,,,,,,,,,,,,,,,,,,,
2,MIKE2,27,68,70,494,772,1504,1684,1701,2337,2867,3668,4851,4998,5084,5193,5234,5282,5460,5517,5527,5533,5561,5641,5660,5697,6073,6081,6085,6548,6618,7491,7772,7784,8193,8385,9242,9648,9651,9776,,,,,,,,,,,,,,,,,,,,,,,,,,
4,MISTJ,74,1940,2054,2337,2767,2959,3452,3604,3620,3688,3875,4237,4325,4855,5056,5110,5152,5182,5227,5462,5535,5712,5843,5927,5980,6588,7210,7809,7814,8126,9208,9228,9549,9638,9671,9743,9758,9763,10160,10165,,,,,,,,,,,,,,,,,,,,,,,,,
3,MIBCT,66,217,240,280,815,904,1023,2620,3604,3641,3658,4327,4422,4855,4967,5050,5090,5167,5263,5498,5501,5619,5695,5704,6528,6618,6914,7191,7196,7692,7865,8374,8385,8423,8426,8519,9226,9255,9651,9744,,,,,,,,,,,,,,,,,,,,,,,,,
2,MILAK,1918,3603,3620,4381,4453,4568,4810,5086,5676,6002,6033,6077,6078,6087,6100,6121,6642,6753,7155,7221,7226,7254,7794,7855,8041,8286,8424,8522,8611,8832,9225,9227,9228,9568,9594,10003,10004,10097,10120,10138,,,,,,,,,,,,,,,,,,,,,,,,,
4,MIDET,1189,1701,2048,2224,2591,3096,4390,4758,4768,4838,4851,4854,5197,5239,5467,5478,5531,5532,5577,5619,5642,5901,6029,6057,6096,6099,6532,6616,7145,7196,7716,7856,7865,8179,8280,8362,8899,9212,9255,9618,,,,,,,,,,,,,,,,,,,,,,,,,
2,MISSM,857,1596,2586,3175,3602,3655,4375,4391,4392,4827,4988,5213,5314,5486,5706,5878,6079,6088,6112,6113,6345,6558,6569,6637,7154,7202,7250,7713,7782,7826,9188,9249,9548,9674,9722,9755,10128,10172,10189,,,,,,,,,,,,,,,,,,,,,,,,,,
